,Name,Quiescent_Background,Quiescent_Background_Error,Average_Source_Flux (0.2-5 MeV)
615,4FGL J1047.7+7238,3.655464999999999e-08,6.4737618781412775e-09,5.977859333953854e-07
616,4FGL J1047.8-6216,1.6928824561403508e-07,4.439106020047591e-09,5.87443646574211e-06
617,4FGL J1048.4+7143,1.0467391071428571e-07,1.212983936975717e-09,2.784951158514693e-06
618,4FGL J1049.8+1429,7.440950704225352e-08,2.327783059543816e-09,5.016440206024998e-07
619,4FGL J1050.1+0432,8.702176870748299e-08,4.146086287222649e-09,3.180581157380794e-06
620,4FGL J1051.4-3139,-3333,-3333,0.002263829679036196
621,4FGL J1051.6+3253,-3333,-3333,6.298332458046481e-06
622,4FGL J1051.6+2109,7.501643835616439e-08,4.736528896752722e-09,1.246855278392799e-10
623,4FGL J1054.5+2211,-3333,-3333,1.1635581514718289e-05
624,4FGL J1056.8+7012,5.9042028985507246e-08,2.0818394091388963e-09,2.401072676420083e-07
625,4FGL J1057.2+5510,-3333,-3333,1.2568916542570141e-06
626,4FGL J1057.3-2341,-3333,-3333,2.0186293385033616e-08
627,4FGL J1058.0+4305,2.6723333333333333e-08,1.051336530326993e-08,5.200283683691468e-05
628,4FGL J1058.4+0133,7.363295801526717e-08,1.696110971640097e-09,2.514194979876029e-05
629,4FGL J1058.5+8115,4.746945454545454e-08,2.542154846202899e-09,2.7747447421527895e-08
630,4FGL J1058.6+2817,4.7129772727272725e-08,2.6378896309387955e-09,1.4517903658246936e-06
631,4FGL J1058.6-8003,6.789165517241378e-08,2.357770747335262e-09,3.458506729785468e-08
632,4FGL J1058.6+5627,-3333,-3333,5.185663405977487e-07
633,4FGL J1059.2-1134,-3333,-3333,1.4550834917153972e-06
634,4FGL J1059.5+2057,-3333,-3333,1.5187951578508506e-05
635,4FGL J1102.6+5251,-3333,-3333,3.3002681584804653e-10
636,4FGL J1103.0+1157,8.043936842105265e-08,2.9754442173607384e-09,3.067467199332637e-06
637,4FGL J1103.9-5357,7.180793893129771e-08,2.2363279782441147e-09,1.196048340532612e-07
638,4FGL J1104.4+0730,7.703388429752064e-08,3.825007179699329e-09,1.486505020193535e-06
639,4FGL J1104.9+5748,-3333,-3333,0.0014176764571837773
640,4FGL J1106.0+2813,-3333,-3333,4.192378924754171e-06
641,4FGL J1106.5-3646,5.221011235955055e-08,3.644138024042394e-09,4.540597927809279e-07
642,4FGL J1106.7+3623,7.331031746031746e-08,3.783744776468024e-09,1.295417285114409e-06
643,4FGL J1107.0-4449,7.51040221402214e-08,2.390687834735215e-09,1.4372649184838598e-07
644,4FGL J1109.6+3735,-3333,-3333,9.520235906518219e-08
645,4FGL J1109.7-4814,-3333,-3333,4.829218529378886e-06
646,4FGL J1110.5-1836,4.290717948717949e-08,5.868238997987387e-09,5.276644598458986e-10
647,4FGL J1111.8+4858,4.1695925925925924e-08,5.2823741135506675e-09,6.220912230431826e-08
648,4FGL J1112.5+3448,4.709520325203252e-08,2.7406412730726172e-09,1.1372786953446929e-06
649,4FGL J1113.6-1920,-3333,-3333,6.384310425512886e-09
650,4FGL J1114.5-0819,2.9216666666666664e-08,8.119515417329097e-09,7.260605119756334e-06
651,4FGL J1117.0+2013,-3333,-3333,2.3377147815328373e-06
652,4FGL J1118.2-4634,-3333,-3333,7.2833936437079005e-09
653,4FGL J1118.2-0415,8.446716417910448e-08,5.24914764871996e-09,0.00038833175606033826
654,4FGL J1119.0+1235,5.4378765432098765e-08,3.833498310298631e-09,9.406118649179423e-07
655,4FGL J1119.9-1007,-3333,-3333,4.910072479444005e-06
656,4FGL J1121.4-0553,5.9168205128205114e-08,2.8691925853679998e-09,2.879726468482608e-07
657,4FGL J1123.4-2529,5.7921333333333336e-08,5.674053496512474e-09,8.801331199057482e-10
658,4FGL J1123.5-6418,1.7703961748633878e-07,5.842306830026305e-09,6.40644873822335e-09
659,4FGL J1124.9+4934,-3333,-3333,4.544955077225163e-10
660,4FGL J1125.9+2005,-3333,-3333,1.0455331819104136e-06
661,4FGL J1127.0-1857,8.336692753623188e-08,2.2077282476949963e-09,2.129961945611581e-06
662,4FGL J1127.4+5648,6.235294573643411e-08,4.401097622641842e-09,1.8054919643457465e-06
663,4FGL J1127.8+3618,5.936085585585585e-08,2.514793897887214e-09,1.6479835205766702e-05
664,4FGL J1128.0+5924,-3333,-3333,1.3391673424229559e-06
665,4FGL J1129.1+3703,-3333,8.03e-10,1.8973005960937319e-06
666,4FGL J1129.2-0529,-3333,-3333,3.049133522171765e-06
667,4FGL J1129.5+3034,-3333,-3333,1.3994579888067571e-05
668,4FGL J1131.0+3815,5.908086956521738e-08,1.8413167574078915e-09,7.665458639963152e-07
669,4FGL J1131.4-0504,-3333,-3333,8.642714874443069e-10
670,4FGL J1132.7+0034,6.481676789587852e-08,1.900923109275806e-09,5.491443754219642e-06
671,4FGL J1135.1+3014,5.266828947368421e-08,4.072449483635332e-09,9.102325170803751e-06
672,4FGL J1135.7-0427,-3333,-3333,2.9871702865228e-07
673,4FGL J1136.2+3407,6.100162601626016e-08,2.820223583813012e-09,2.8668611992446006e-05
674,4FGL J1136.4+7009,2.1819391891891895e-08,1.4517568884459646e-09,6.867809058616116e-07
675,4FGL J1139.0+4033,6.666754716981132e-08,3.6732443166688124e-09,2.4887836969516546e-06
676,4FGL J1141.5-1408,2.521e-08,8.881350779395366e-09,1.1841681539269536e-07
677,4FGL J1143.1+6122,-3333,-3333,2.0146697893027775e-09
678,4FGL J1145.7-6949,9.835027272727273e-08,5.526783934828999e-09,1.702147554192075e-07
679,4FGL J1146.9+3958,9.599725731895222e-08,1.3368837317393568e-09,1.0053527332370553e-05
680,4FGL J1147.0-3812,5.823720626631854e-08,1.8858385949897945e-09,7.439691326322112e-06
681,4FGL J1147.2-2627,5.165444444444445e-08,1.2937834208243667e-08,6.749066585297104e-06
682,4FGL J1147.8-0724,-3333,-3333,3.350366766437559e-06
683,4FGL J1148.5+2629,8.097260273972603e-08,4.963310236380214e-09,0.00017685226587776275
684,4FGL J1148.6+1841,-3333,-3333,6.759531747720925e-05
685,4FGL J1149.5-4029,5.7436612903225817e-08,4.815977677761118e-09,3.418667578527039e-06
686,4FGL J1150.4+2418,4.3905252525252525e-08,1.7027365796934457e-09,2.305432067959722e-06
687,4FGL J1150.6+4154,-3333,-3333,5.322542974320963e-10
688,4FGL J1152.3-0839,7.191255411255412e-08,2.771493050539986e-09,9.023983363434386e-07
689,4FGL J1153.0+8056,-3333,-3333,0.00045327767787866155
690,4FGL J1153.3-1104,9.65897619047619e-08,3.2843967315010314e-09,2.211306674753143e-06
691,4FGL J1154.0+4037,4.474857142857143e-08,5.475600076247895e-09,3.7237449229154316e-07
692,4FGL J1154.0+6018,3.8754225352112675e-08,2.9127018190288675e-09,7.251309203639391e-07
693,4FGL J1154.1-3243,-3333,-3333,8.968569795083794e-09
694,4FGL J1156.6+0640,5.8453137254901954e-08,5.009277358298987e-09,4.865345720929993e-06
695,4FGL J1158.5+4824,5.7273367875647666e-08,2.584600632883493e-09,1.3251376723130253e-05
696,4FGL J1159.0+0939,-3333,-3333,1.2766808354570455e-11
697,4FGL J1159.2-2227,1.0128995983935744e-07,3.3186339840362027e-09,1.471696996868535e-07
698,4FGL J1159.3-2142,7.475676300578035e-08,3.1979150760555897e-09,8.295551858465436e-06
699,4FGL J1200.2+0201,5.7256551724137936e-08,5.499779241345372e-09,1.2844601849488491e-08
700,4FGL J1200.6+1229,-3333,-3333,6.847631248470727e-05
701,4FGL J1200.7+2008,5.780444444444445e-08,4.260984166227605e-09,5.190863853878487e-05
702,4FGL J1202.5-0528,9.802652173913043e-08,7.688435884873926e-09,3.092241662238742e-06
703,4FGL J1203.1+6031,3.254873015873016e-08,1.7422346660478741e-09,1.464546188014223e-07
704,4FGL J1203.3+1119,3.6750588235294116e-08,6.421138989768553e-09,7.519336914695018e-08
705,4FGL J1204.2-0709,4.282666666666667e-08,7.426917747720446e-09,1.456070317202037e-08
706,4FGL J1204.8+0407,-3333,-3333,0.0002741510605915553
707,4FGL J1205.7-2635,7.007833333333333e-08,3.988943710355617e-09,8.90666466692616e-05
708,4FGL J1207.7-0106,7.957658227848101e-08,3.487217842311514e-09,2.1461588750693589e-07
709,4FGL J1208.9+5441,6.109641337386018e-08,1.6566870087049496e-09,9.321764837704163e-06
710,4FGL J1209.4+7608,-3333,-3333,8.827913320865158e-10
711,4FGL J1209.8+1810,6.602681818181818e-08,6.576208975833049e-09,9.88166306526369e-05
712,4FGL J1211.0-3800,5.415434782608696e-08,7.2461326011611946e-09,2.7136579023606316e-07
713,4FGL J1211.6-2735,7.0859126984127e-08,3.746693665490527e-09,8.07419009633407e-06
714,4FGL J1212.0-2326,5.23057627118644e-08,4.8912545084739424e-09,6.606259003216095e-08
715,4FGL J1213.7+6423,-3333,-3333,1.9962814168823904e-09
716,4FGL J1214.5-2318,-3333,-3333,2.1921491806471416e-09
717,4FGL J1215.0+1656,5.7557166666666655e-08,3.388271798374484e-09,1.2052553679569699e-05
718,4FGL J1217.9+3007,6.592717250324253e-08,1.0314979063885931e-09,1.1825395095866245e-06
719,4FGL J1218.0-0028,9.136818181818181e-08,5.747329759717507e-09,4.808424364117582e-06
720,4FGL J1218.5-0119,5.5862405063291137e-08,2.5447764539862157e-09,1.3385287899760391e-07
721,4FGL J1220.1+7105,4.940619722222222e-08,1.2146043710677416e-09,5.366364931319838e-07
722,4FGL J1220.1+3432,4.8654629629629625e-08,3.6026281041479383e-09,3.562632660916065e-08
723,4FGL J1221.5+2814,6.078518656716418e-08,1.4556009960548426e-09,1.4030464054626902e-05
724,4FGL J1223.5+0818,4.7219999999999995e-08,1.2387360260155351e-08,1.4629979110676372e-06
725,4FGL J1223.8+8039,2.5992029702970293e-08,1.3415613930389766e-09,1.2573196178726466e-07
726,4FGL J1223.9+5000,4.409416666666666e-08,1.9229858407497373e-09,3.1876801260697624e-08
727,4FGL J1224.4+2436,5.024516666666667e-08,3.0473493696083086e-09,2.927506601233258e-07
728,4FGL J1224.7-8313,8.959749999999999e-08,1.0829769636544576e-08,2.7444880513873372e-05
729,4FGL J1225.0+0330,5.708377049180328e-08,5.085592780414078e-09,8.635621885331484e-08
730,4FGL J1225.5-2851,-3333,-3333,9.039620732091043e-10
731,4FGL J1225.6-7313,7.551212765957446e-08,6.428841189914314e-09,3.038044530529352e-05
732,4FGL J1226.8-1329,6.303727272727274e-08,6.232771790907386e-09,1.7480581663459847e-07
733,4FGL J1228.0-4853,3.327202898550725e-08,3.2171345343713705e-09,4.893358835002323e-08
734,4FGL J1228.7+4858,5.271104000000001e-08,2.6421294829810084e-09,4.920714968367047e-07
735,4FGL J1230.2+2517,5.992745526838967e-08,1.4021277039046104e-09,3.128777588792988e-06
736,4FGL J1230.8+1223,4.279626459143969e-08,1.9291018142044067e-09,2.976956289550709e-06
737,4FGL J1231.1-1412,6.680965517241379e-08,2.083250543047547e-09,5.753856733269369e-13
738,4FGL J1231.7+2847,4.069717647058823e-08,1.879484446427475e-09,1.4562417868054613e-06
739,4FGL J1234.0-5735,5.9312042253521126e-08,4.005529653220226e-09,2.452209117504165e-08
740,4FGL J1238.1-4541,5.3700000000000004e-08,6.717229050581037e-09,5.3697084669151645e-06
741,4FGL J1238.3-1959,6.206533333333334e-08,3.936215559163483e-09,2.530676083546285e-07
742,4FGL J1238.5-1201,8.8273417721519e-08,5.334436767363543e-09,1.4148116238989092e-05
743,4FGL J1239.5+0443,1.2193842832469778e-07,2.0823885903169094e-09,1.152241550022015e-06
744,4FGL J1243.9-0218,9.311339999999999e-08,4.653566221715003e-09,2.3451619192144178e-08
745,4FGL J1245.1+5709,3.6344393939393937e-08,3.5734830594545297e-09,5.5522240423477936e-08
746,4FGL J1246.7-2548,1.3325366883116886e-07,1.9240431718228366e-09,1.2369406243448933e-06
747,4FGL J1248.3+5820,3.598418290854573e-08,7.453513476239613e-10,7.729607658801256e-07
748,4FGL J1248.9+4840,5.208410714285714e-08,3.9464456036326555e-09,0.0005436543462463324
749,4FGL J1249.3-0545,1.2764969696969697e-07,6.550260782279274e-09,5.53321915415397e-08
750,4FGL J1249.8+3707,3.5104285714285715e-08,4.0333898983946e-09,9.613481685508314e-10
751,4FGL J1251.3-0201,6.443058823529412e-08,4.1858656976650466e-09,1.9578705778935745e-08
752,4FGL J1253.2+5301,3.454555384615384e-08,7.987627687735338e-10,1.277756544908536e-07
753,4FGL J1253.8+6242,2.7218356164383565e-08,2.410878964465081e-09,3.5468825027343486e-08
754,4FGL J1254.2-2205,8.943983870967743e-08,6.612074963561676e-09,1.09799202011508e-06
755,4FGL J1254.5+2210,4.528411764705883e-08,3.45757960231254e-09,1.2914504911609252e-06
756,4FGL J1254.9-7141,8.698519999999999e-08,9.461707815870211e-09,1.2330311875651156e-06
757,4FGL J1254.9+1138,-3333,-3333,3.683783080850311e-05
758,4FGL J1257.2+3646,2.9026756756756762e-08,4.057491079998319e-09,6.269200320557387e-09
759,4FGL J1257.8+3228,4.5478678414096914e-08,1.8173517947231124e-09,4.837244742356253e-07
760,4FGL J1258.6-1759,6.168312977099238e-08,3.4391010312800786e-09,1.3662147882739812e-07
761,4FGL J1258.8-2219,8.980935714285715e-08,3.0376836742135073e-09,3.355383523407628e-06
762,4FGL J1259.1-2311,-3333,-3333,1.1403556521402027e-05
763,4FGL J1259.7-3223,-3333,-3333,5.7535952910820905e-08
764,4FGL J1300.4+1416,-3333,-3333,4.571774845442785e-06
765,4FGL J1301.6+3336,-3333,-3333,2.638444620641016e-06
766,4FGL J1303.0+2434,-3333,-3333,1.244226684825593e-06
767,4FGL J1303.6-4622,-3333,-3333,8.330083569388917e-09
768,4FGL J1304.0+3704,5.0511538461538453e-08,3.993638134129433e-09,2.746165863276562e-06
769,4FGL J1304.3-4353,-3333,-3333,6.340181666470575e-08
770,4FGL J1304.6-0348,-3333,-3333,2.249955543084286e-11
771,4FGL J1307.6-4259,-3333,-3333,2.5800526951861864e-06
772,4FGL J1308.4-6706,1.3416056872037918e-07,4.722810029199958e-09,3.0440393459579125e-07
773,4FGL J1308.5+3547,3.945094059405941e-08,1.6230326484073303e-09,1.0377328897029154e-07
774,4FGL J1309.4+4305,2.4402499999999996e-08,1.1330050430138373e-09,3.138070524294523e-08
775,4FGL J1310.5+3221,1.5840712621359223e-07,1.7224743642128525e-09,4.0648503995007656e-07
776,4FGL J1310.7-5553,-3333,-3333,8.055486913114658e-10
777,4FGL J1311.0+3233,5.6026783919597985e-08,1.698550468782132e-09,3.091568130248346e-05
778,4FGL J1312.4-2156,-3333,-3333,3.7065875485445116e-08
779,4FGL J1312.6+4828,6.578029239766083e-08,2.0278905374240326e-09,3.2823544226503944e-06
780,4FGL J1312.8-0425,8.261497872340426e-08,2.9611368241429853e-09,1.3093543831775449e-07
781,4FGL J1314.7+2348,2.793039800995025e-08,1.7709181857072285e-09,6.1605519516567e-08
782,4FGL J1315.1-5333,6.938778846153847e-08,1.7331351443524254e-09,1.6020600273784097e-06
783,4FGL J1315.9-0732,3.4399268292682926e-08,4.462156298495106e-09,2.8496666207766725e-09
784,4FGL J1316.1-3338,9.396417910447763e-08,2.4840940212120905e-09,7.319580469530301e-06
785,4FGL J1317.6+3428,3.322214285714286e-08,5.626831790626053e-09,3.3510904812942305e-06
786,4FGL J1318.2+6754,-3333,-3333,3.6731176604286794e-08
787,4FGL J1318.7-1234,4.1e-08,6.145933353530792e-09,2.8943215348207016e-07
788,4FGL J1319.5-0045,8.485724137931034e-08,5.174078869592184e-09,1.4459546259360655e-09
789,4FGL J1320.7+3314,-3333,-3333,7.82094238537481e-07
790,4FGL J1321.1+2216,7.000351674641148e-08,1.7023960120555718e-09,5.383227274547283e-06
791,4FGL J1322.0+8317,3.275458333333333e-08,4.197079498889675e-09,7.866565702174406e-08
792,4FGL J1322.2+0842,4.97951923076923e-08,4.6172893544325405e-09,1.3353395733815113e-05
793,4FGL J1322.6-0936,1.0926627906976744e-07,3.838798390507505e-09,7.289836278339087e-06
794,4FGL J1323.9+1405,4.675518518518519e-08,6.618446171072766e-09,1.315649592743775e-09
795,4FGL J1324.9+4748,4.8866285714285716e-08,4.8558636915957624e-09,4.700206163851269e-05
796,4FGL J1326.0+3507,-3333,-3333,3.924104154043839e-08
797,4FGL J1326.8-5256,6.259058350100604e-08,1.3772218736546243e-09,2.8211688639900463e-07
798,4FGL J1326.9+2210,4.157000000000001e-08,3.5092762953616945e-09,2.9096743669986286e-07
799,4FGL J1329.0-5607,6.490877403846153e-08,1.5200965213818804e-09,3.681767490093475e-07
800,4FGL J1330.2-7003,5.8784244186046516e-08,1.6727018284342554e-09,3.564117291510678e-07
801,4FGL J1330.2+7002,-3333,-3333,7.60805803443732e-09
802,4FGL J1330.7+2933,6.66239436619718e-08,3.967803427995126e-09,4.112394710022253e-09
803,4FGL J1331.2-1325,-3333,-3333,1.0746565322068455e-07
804,4FGL J1332.2+4722,4.882916666666667e-08,6.205992587813814e-09,2.0843955514567485e-06
805,4FGL J1332.6-1256,8.722677192982456e-08,2.635457565126643e-09,1.8439097668615129e-06
806,4FGL J1333.2+2725,4.1612499999999996e-08,3.5778701466218736e-09,2.5382257242670414e-05
807,4FGL J1333.7+5056,3.865834437086093e-08,1.9705430508279195e-09,1.4004526857490125e-07
808,4FGL J1337.9-1956,-3333,-3333,1.666971359441656e-05
809,4FGL J1338.0+6534,-3333,-3333,2.7463850060290993e-08
810,4FGL J1338.0-4159,-3333,-3333,4.8145392723187035e-12
811,4FGL J1338.9+1153,3.1119615384615383e-08,5.061130205544607e-09,6.788607208776703e-07
812,4FGL J1339.0-2400,-3333,-3333,3.016458099354985e-06
813,4FGL J1339.1-2620,7.133173913043476e-08,5.4747424913815606e-09,4.395189148576593e-05
814,4FGL J1339.9-0138,-3333,-3333,8.174464200158803e-13
815,4FGL J1340.4+6926,-3333,-3333,1.0481033513836563e-05
816,4FGL J1341.8-2053,7.106421052631578e-08,5.601878159332771e-09,5.615511038950433e-06
817,4FGL J1344.2-1723,5.368262773722628e-08,3.002295036858101e-09,8.628628405719681e-08
818,4FGL J1345.5+4453,1.030766482504604e-07,1.618949281997945e-09,2.5130770481591553e-06
819,4FGL J1345.8+0706,5.770511627906976e-08,5.648593042292746e-09,5.785689426275907e-05
820,4FGL J1345.9-2612,-3333,-3333,2.0857287202186122e-17
821,4FGL J1347.6-3751,7.034507352941176e-08,4.4522030093211874e-09,8.707506369289665e-08
822,4FGL J1348.5-8700,-3333,-3333,0.0018985617121560791
823,4FGL J1349.5-1131,9.897303921568629e-08,3.592857909735353e-09,1.5321794492206502e-06
824,4FGL J1350.8+3033,6.214920731707317e-08,2.5442248624280202e-09,1.135219972509969e-06
825,4FGL J1351.0+0029,7.854316455696202e-08,4.970231062284731e-09,2.6325610076140568e-08
826,4FGL J1351.3+1115,3.330416666666667e-08,2.771487692247694e-09,3.086672151086775e-08
827,4FGL J1351.7-2912,4.167444444444444e-08,1.2743768869529924e-08,1.930792655619413e-06
828,4FGL J1352.7-2742,8.628035714285711e-08,6.426458274878671e-09,4.4061478708040116e-06
829,4FGL J1353.3+1434,-3333,-3333,1.6515224987428136e-05
830,4FGL J1354.8-1041,6.694526315789475e-08,3.591646322645452e-09,4.1481408666509143e-07
831,4FGL J1358.1+7642,4.1791999999999995e-08,3.405636766293384e-09,1.7849542381193798e-06
832,4FGL J1359.1+5544,3.909203703703703e-08,2.292722278906583e-09,3.053308085306966e-06
833,4FGL J1359.4+0202,-3333,-3333,5.934920909595186e-09
834,4FGL J1359.7+4012,-3333,-3333,1.9780427248067645e-07
835,4FGL J1400.6-5605,1.760111111111111e-08,2.492661584101056e-09,1.188680777359419e-06
836,4FGL J1401.7-3217,8.540822580645163e-08,6.4634764945083324e-09,1.3999919439384956e-09
837,4FGL J1404.8+6554,2.8355673076923076e-08,2.0669923179901725e-09,2.854214870236393e-07
838,4FGL J1406.1-2508,-3333,-3333,1.4457709034310337e-07
839,4FGL J1406.6-3934,-3333,-3333,2.3501197574978505e-19
840,4FGL J1407.6-4301,8.025265957446809e-08,5.287356087247368e-09,1.9129568677669096e-06
841,4FGL J1408.9-0751,1.1947392290249432e-07,2.3995033098509767e-09,4.11765628680436e-07
842,4FGL J1410.1+0202,5.962593023255814e-08,4.7842315504795036e-09,7.919321600974304e-07
843,4FGL J1411.8+5249,-3333,-3333,3.3166309061076183e-06
844,4FGL J1412.9+5018,-3333,-3333,9.479407244922208e-06
845,4FGL J1415.5+4830,2.1929780219780222e-08,1.7911876511956643e-09,1.1574088824145322e-07
846,4FGL J1416.1-2417,-3333,-3333,3.428653619645782e-07
847,4FGL J1417.9+4613,-3333,-3333,0.00017738266323928813
848,4FGL J1418.4-0233,-3333,-3333,2.0708573700270682e-08
849,4FGL J1418.4+3543,4.5150680851063834e-08,1.7432776536971727e-09,1.157609908316953e-06
850,4FGL J1419.4-0838,8.257157894736843e-08,2.7636825484671645e-09,7.949824294910501e-07
851,4FGL J1419.5+3821,4.747705882352941e-08,3.496379190507563e-09,8.267984450145162e-06
852,4FGL J1419.8+5423,4.302228187919463e-08,1.3843284625891854e-09,3.4828798566699437e-06
853,4FGL J1421.1-1120,-3333,-3333,4.689851975657154e-07
854,4FGL J1421.1+3859,5.5238679245283016e-08,4.049744272100418e-09,2.6244998159995297e-07
855,4FGL J1423.1+3738,2.6268518518518518e-08,3.008943841503579e-09,3.2688776017039144e-08
856,4FGL J1424.1-1750,-3333,-3333,2.0424538138804392e-07
857,4FGL J1424.2+0433,4.108450980392158e-08,3.117669151597957e-09,2.4190466897088313e-08
858,4FGL J1424.6+1447,-3333,-3333,5.7197128545114016e-08
859,4FGL J1424.8-6808,3.1847658862876254e-08,1.091439939814474e-09,1.0300692381426193e-07
860,4FGL J1427.0+2348,6.278804213135068e-08,9.504616759430787e-10,2.2309239591839132e-07
861,4FGL J1427.6-3305,5.22939156626506e-08,2.779635443885328e-09,2.3100704020452496e-07
862,4FGL J1427.7-3215,-3333,-3333,7.466732848229109e-06
863,4FGL J1427.9-4206,5.038481241914619e-07,2.5520707677780222e-09,6.98804391595594e-06
864,4FGL J1428.9+5406,4.9903636363636364e-08,3.527087016966707e-09,7.586379693926116e-08
865,4FGL J1431.0-4432,-3333,-3333,1.9418704290180557e-14
866,4FGL J1431.1-3120,-3333,-3333,1.2010356570107934e-06
867,4FGL J1432.2+5051,3.568483870967742e-08,4.2307872831372946e-09,8.953885883307667e-07
868,4FGL J1433.0-1801,7.828623376623376e-08,6.026604361074137e-09,1.4366683004595574e-08
869,4FGL J1434.7+1950,6.970364640883979e-08,1.9748530388077618e-09,1.319766183595952e-07
870,4FGL J1435.9-8348,4.614891304347827e-08,4.497509023350588e-09,2.019084402803563e-06
871,4FGL J1436.9+5638,2.8307317073170734e-08,2.472929952888744e-09,9.100301158662095e-07
872,4FGL J1438.0+0219,-3333,-3333,8.239355297191778e-08
873,4FGL J1438.0-3128,9.454166666666666e-08,6.121924857894339e-09,1.4634225454265497e-09
874,4FGL J1438.9+3710,4.708057471264367e-08,2.096372372281534e-09,4.1289481601039896e-07
875,4FGL J1439.7+4958,-3333,-3333,1.329392011011065e-05
876,4FGL J1440.0-1530,6.044294117647058e-08,5.3042564853147695e-09,2.9945592400673714e-05
877,4FGL J1440.9+0609,4.8122105263157886e-08,4.161812003600621e-09,3.4370302394902504e-06
878,4FGL J1441.6-1522,-3333,-3333,8.619950864675736e-08
879,4FGL J1442.2+0622,1.3276000000000001e-08,5.499491390624732e-09,5.884259569814654e-09
880,4FGL J1443.9-3908,3.5453794642857146e-08,1.3013091913835496e-09,1.1977457787084918e-07
881,4FGL J1443.9+2501,7.312728571428571e-08,1.786358520562797e-09,6.021187475419794e-07
882,4FGL J1445.9-1626,8.385548780487805e-08,5.6531856889487494e-09,7.86748369619024e-05
883,4FGL J1446.0-3039,7.183124999999998e-08,8.158154612719236e-09,4.45946380417177e-08
884,4FGL J1446.3+3111,5.914276729559749e-08,2.572047004424443e-09,6.267293165563045e-06
885,4FGL J1446.7+1719,7.278267441860465e-08,4.018434317145199e-09,9.99107316971445e-05
886,4FGL J1448.0+3608,-3333,-3333,1.1450673241867304e-08
887,4FGL J1449.6-2137,-3333,-3333,7.991007522401562e-06
888,4FGL J1450.4+0910,7.95421686746988e-08,3.785884281005455e-09,3.8876070629975175e-08
889,4FGL J1453.5+3505,-3333,-3333,5.615367171643902e-06
890,4FGL J1454.1+1622,-3333,-3333,4.327107986197373e-09
891,4FGL J1454.4-3744,1.0933333333333333e-07,6.514881272901295e-09,7.674633468073736e-05
892,4FGL J1454.4+5124,3.4700235294117644e-08,9.203257376967832e-10,6.95875140978346e-07
893,4FGL J1457.3-4246,-3333,-3333,0.00010598431848483061
894,4FGL J1457.4-3539,1.1554896253602303e-07,2.6603070218656954e-09,3.4452147834949197e-07
895,4FGL J1458.6+3722,3.732104166666667e-08,3.6391886061255145e-09,3.6385587269518425e-06
896,4FGL J1501.0+2238,3.335433333333333e-08,3.2737452899692443e-09,1.3541477912799117e-06
897,4FGL J1502.5+5552,3.714166666666667e-08,9.931458984007355e-09,2.264866771673403e-07
898,4FGL J1503.5+4759,4.050470588235293e-08,2.5269922132514244e-09,2.672890313614413e-06
899,4FGL J1503.6-6427,2.2690000000000003e-08,2.0308482497756394e-09,1.388943570801343e-07
900,4FGL J1504.4+1029,2.2338184921763867e-07,1.8417201875226209e-09,3.297365748840569e-06
901,4FGL J1505.0-3433,8.336622641509435e-08,7.36779230455587e-09,5.9588872248643005e-08
902,4FGL J1505.0+0326,8.975168539325844e-08,2.4903274024602196e-09,8.235284450006137e-06
903,4FGL J1506.1+3731,7.071226256983239e-08,1.666819914768686e-09,1.5798153755487982e-06
904,4FGL J1506.6+0813,4.037664062499999e-08,3.104392394058761e-09,2.347079164017576e-09
905,4FGL J1507.2+1721,1.8084565217391303e-08,2.970623272248175e-09,6.8911949807566244e-12
906,4FGL J1508.5-4951,1.5916729729729732e-07,6.09722956838431e-09,5.824049986012224e-06
907,4FGL J1509.8-2906,9.27242718446602e-08,4.9332512991107115e-09,2.9678551587329856e-06
908,4FGL J1510.1+5702,-3333,-3333,1.4733569456215157e-05
909,4FGL J1510.8+7959,3.939763157894737e-08,3.881621212163031e-09,1.9192409209303797e-06
910,4FGL J1510.8-0542,6.517359649122806e-08,3.979449155865795e-09,2.802886415512132e-06
911,4FGL J1512.2+0202,4.867050704225353e-08,1.8390947279350223e-09,9.95964362880246e-08
912,4FGL J1512.9-5639,1.564000352733686e-07,3.188368953791093e-09,1.0336444133521699e-07
913,4FGL J1513.2-7131,-3333,-3333,3.3339386833784886e-09
914,4FGL J1513.4-3231,7.964855769230768e-08,5.1577347336564765e-09,1.9695767595973542e-05
915,4FGL J1514.7-3617,6.132815789473686e-08,4.9333127101202535e-09,5.9692279684053214e-09
916,4FGL J1514.8-4748,-3333,-3333,4.518770420604048e-06
917,4FGL J1514.8-0949,1.5620357142857143e-07,6.831509618364858e-09,1.6596718155348795e-07
918,4FGL J1514.8+4448,3.3669922480620144e-08,1.978697324148319e-09,1.8834769084038555e-08
919,4FGL J1516.1+4351,-3333,-3333,1.3415702980245575e-09
920,4FGL J1516.8+3651,4.0891874999999996e-08,6.362730284885624e-09,6.525015171733834e-07
921,4FGL J1516.9+1934,3.8416000000000005e-08,1.2727245599718564e-08,0.00011898375343829157
922,4FGL J1517.7-2422,1.0532463343108506e-07,1.8155391950974712e-09,1.451383915187719e-05
923,4FGL J1517.7+6525,-3333,-3333,1.720089988674373e-08
924,4FGL J1518.0-2731,6.879232558139534e-08,3.4784345612011332e-09,3.3287972785821135e-06
925,4FGL J1520.5+4209,-3333,-3333,1.579057915004733e-09
926,4FGL J1521.8+4338,-3333,-3333,3.913933423247772e-06
