,Name,Quiescent_Background,Quiescent_Background_Error,Average_Source_Flux (0.2-5 MeV)
927,4FGL J1522.1+3144,1.4722122000000002e-07,1.78255047492982e-09,1.3932863971881449e-05
928,4FGL J1522.6-2730,6.863686411149826e-08,2.7605086482316632e-09,7.638806895725605e-08
929,4FGL J1527.3+3117,6.203615384615386e-08,8.811634238844895e-09,1.0002907889289927e-06
930,4FGL J1532.0+3016,-3333,-3333,2.2509460112238607e-06
931,4FGL J1532.7-1319,1.1435424698795179e-07,3.5422912634285917e-09,5.211205217811682e-07
932,4FGL J1534.8+0131,8.70726530612245e-08,3.613694761368461e-09,1.3662500523266011e-05
933,4FGL J1535.8-4730,1.7298560000000002e-07,7.506932133415042e-09,2.8335924610416716e-05
934,4FGL J1535.9+3743,3.8603162162162165e-08,3.264123631536581e-09,8.455643244050655e-09
935,4FGL J1537.7-7957,4.76478125e-08,3.966659259436506e-09,3.05250454089459e-06
936,4FGL J1539.6+2743,4.774752475247525e-08,3.0390874893898806e-09,1.227293825453619e-07
937,4FGL J1542.3+1801,-3333,-3333,7.69579255567569e-09
938,4FGL J1543.0+6130,3.824355902777778e-08,8.506084977428408e-10,2.153332954403175e-07
939,4FGL J1543.1+4209,-3333,-3333,4.340636224278094e-12
940,4FGL J1543.6+0452,3.8226129032258064e-08,5.709080221248976e-09,2.093856027377736e-08
941,4FGL J1544.3-0649,6.842786885245901e-08,4.69812476741803e-09,3.9956703013721955e-07
942,4FGL J1546.1-1003,7.6694e-08,5.8606920158755925e-09,8.749534706646792e-08
943,4FGL J1548.3+1456,4.9704763313609477e-08,1.8932460299980265e-09,2.629611946306762e-07
944,4FGL J1548.8-2250,-3333,-3333,9.426931789342477e-07
945,4FGL J1549.5+0236,8.703530303030305e-08,3.3950342385418877e-09,3.3568168109244365e-06
946,4FGL J1550.7+0528,5.522048780487805e-08,3.1564739792424278e-09,1.3188588477599496e-06
947,4FGL J1552.0+0850,6.5435e-08,5.907588678848768e-09,1.6722450003148395e-07
948,4FGL J1553.5-3118,-3333,-3333,1.0046417838369476e-07
949,4FGL J1553.6+1257,9.08250837988827e-08,2.5976329434268254e-09,1.9744333250421165e-07
950,4FGL J1553.6-2422,-3333,-3333,2.666368970793018e-05
951,4FGL J1555.2-4149,1.2085617283950618e-07,5.58627639847426e-09,1.639434235143728e-06
952,4FGL J1555.7+1111,5.839122137404581e-08,9.350367075687676e-10,5.8099084207935125e-09
953,4FGL J1558.8+5625,3.6319444444444446e-08,1.7857450558265532e-09,7.470511625187286e-07
954,4FGL J1559.9+2319,4.887577777777778e-08,4.917213178644425e-09,5.919313323534802e-05
955,4FGL J1603.8-4903,1.797501168224299e-07,5.698758887922645e-09,9.556660556873327e-07
956,4FGL J1604.5-4441,1.4891402912621358e-07,6.701785006690313e-09,1.7623314706562854e-06
957,4FGL J1604.6+5714,4.947285714285714e-08,1.5284276310460233e-09,5.795867894285485e-06
958,4FGL J1606.9+5919,3.5030000000000003e-08,5.6472431955196124e-09,4.192505022042245e-09
959,4FGL J1608.0+4949,-3333,-3333,2.6586157986265157e-08
960,4FGL J1608.7+1029,1.1414431524547803e-07,2.5852982759653533e-09,4.050136728663415e-06
961,4FGL J1610.3-3958,-3333,-3333,0.00010912111248063718
962,4FGL J1610.7-6648,-3333,-3333,9.906237404559353e-10
963,4FGL J1612.4-3100,-3333,-3333,1.4955409427980245e-07
964,4FGL J1613.6+3411,5.208737451737452e-08,1.908550838142686e-09,2.5356462849983122e-05
965,4FGL J1615.6+2130,7.274738317757009e-08,3.865508336327414e-09,0.0008498698198714254
966,4FGL J1615.6+4712,-3333,-3333,3.639852408833976e-06
967,4FGL J1616.6+4630,-3333,-3333,2.220338061671643e-09
968,4FGL J1617.3-5849,2.143650810810811e-07,9.209593377109337e-09,1.6275311752917915e-07
969,4FGL J1617.9-7718,8.264413223140497e-08,2.7479607334998043e-09,1.0235522917130713e-05
970,4FGL J1618.0+5139,-3333,-3333,3.563757111798442e-05
971,4FGL J1621.7-1103,9.50575e-08,8.653314265019214e-09,2.964643339389469e-07
972,4FGL J1625.7-2527,1.6467898773006134e-07,4.547772534862635e-09,1.115417696217743e-06
973,4FGL J1625.7+4134,-3333,-3333,1.1527270309007989e-07
974,4FGL J1626.5-4406,2.4161168949771687e-07,7.485554305206687e-09,7.39072878958985e-09
975,4FGL J1627.7+0251,-3333,-3333,5.4836285415124793e-11
976,4FGL J1628.6+7706,2.5474010152284265e-08,1.3234618295069263e-09,3.4096033612427827e-07
977,4FGL J1628.8-6149,1.2979723618090452e-07,5.286258929290165e-09,1.762303196930499e-07
978,4FGL J1630.7+5221,2.8477010309278352e-08,1.4066897705086396e-09,2.8239821545807497e-07
979,4FGL J1631.2+1046,7.180744680851064e-08,6.208991869435989e-09,7.126691047172121e-07
980,4FGL J1632.2+0854,5.8031071428571425e-08,6.836742632397456e-09,9.966636099804846e-06
981,4FGL J1632.8-1048,1.2131666666666666e-07,6.660052434167829e-09,0.0001979434917168604
982,4FGL J1633.8+0701,5.540549999999999e-08,8.294222246584484e-09,1.060600965015539e-06
983,4FGL J1635.2+3808,1.689130127298444e-07,1.6488693052137913e-09,1.7604354324711812e-06
984,4FGL J1635.3+4258,-3333,-3333,1.2287168222728834e-13
985,4FGL J1635.6+3628,7.234880597014924e-08,3.410997631924294e-09,0.001728494510681314
986,4FGL J1637.7+4717,5.5703655913978494e-08,2.168684079012441e-09,2.6455140442551746e-05
987,4FGL J1637.7+7326,3.501166666666667e-08,9.300452150518363e-09,1.2876081227689846e-10
988,4FGL J1638.1+5721,5.769940092165899e-08,2.0138314281174736e-09,8.189616800295398e-06
989,4FGL J1639.2+4129,-3333,-3333,1.2902942186386625e-07
990,4FGL J1640.3+6850,3.179142857142858e-08,4.476021082316173e-09,4.149091603320217e-09
991,4FGL J1640.4+3945,7.963696498054474e-08,2.4514630924801704e-09,3.283650092633438e-05
992,4FGL J1641.9-0621,1.1830604395604393e-07,4.800718634928227e-09,7.417350994117729e-07
993,4FGL J1644.9+2620,5.8666071428571424e-08,4.530178890024462e-09,9.846493635263881e-05
994,4FGL J1645.6+6329,4.281454999999999e-08,1.7435354877744198e-09,1.0310519702148785e-07
995,4FGL J1647.4-6438,8.435936363636364e-08,5.050458474343822e-09,4.105254864726511e-06
996,4FGL J1647.5+4950,5.121892663043478e-08,1.473112539147099e-09,0.00012433624918985786
997,4FGL J1648.0+2221,6.612156862745097e-08,5.156601946927187e-09,0.0001575091749988246
998,4FGL J1648.2+4232,5.102902985074627e-08,2.713196613374303e-09,2.020484453672866e-06
999,4FGL J1649.4+5235,4.016361502347419e-08,1.7285404645947074e-09,1.1135619629094568e-06
1000,4FGL J1649.6+0411,6.593545454545455e-08,1.5502625875243773e-08,7.713831063556196e-08
1001,4FGL J1650.3-5045,2.1280231325301205e-07,5.313462140075553e-09,3.98343361301293e-05
1002,4FGL J1650.7+0831,8.542957746478876e-08,3.993516004934322e-09,2.753105004273574e-07
1003,4FGL J1656.0+2047,7.051197368421051e-08,4.580145395452113e-09,6.67258264935676e-05
1004,4FGL J1656.3-3301,1.6093707070707065e-07,8.659169006896679e-09,2.46176009239557e-07
1005,4FGL J1657.0+6010,4.800769230769231e-08,3.1549491466471883e-09,7.102722489090659e-05
1006,4FGL J1657.7+4808,5.4717724137931036e-08,1.7373439084184933e-09,4.833173249269171e-06
1007,4FGL J1659.7-3131,1.2477132743362832e-07,7.558842588473191e-09,3.947553129197999e-05
1008,4FGL J1700.0+6830,8.632410901467504e-08,1.2614183781835602e-09,1.8846424505901674e-06
1009,4FGL J1701.0+6613,4.62337037037037e-08,5.191845856037825e-09,4.383455143570028e-06
1010,4FGL J1702.2+2642,-3333,-3333,1.0800077118024271e-07
1011,4FGL J1703.6-6213,1.1499688760806916e-07,3.506382878806358e-09,9.414706157356015e-07
1012,4FGL J1704.1+7647,5.08979640718563e-08,2.164605450248096e-09,1.9400831146627858e-05
1013,4FGL J1704.2+1234,8.579104347826085e-08,4.412708926145556e-09,6.045588203869772e-06
1014,4FGL J1704.5-0527,9.731576923076922e-08,7.838795900294874e-09,3.123341328788254e-05
1015,4FGL J1706.1+1000,1.1047258064516128e-07,4.854099990729486e-09,1.377777462309466e-06
1016,4FGL J1706.9+4543,5.241875e-08,4.0648234208764235e-09,6.461720057127155e-06
1017,4FGL J1707.5+1649,7.897172413793105e-08,4.739849918183151e-09,4.804941102651537e-07
1018,4FGL J1707.9+0016,-3333,-3333,2.0083687960994165e-08
1019,4FGL J1709.7+4318,6.17492490118577e-08,1.8763338240455075e-09,2.643667132443951e-06
1020,4FGL J1714.0-2029,-3333,-3333,9.344452921303176e-08
1021,4FGL J1716.1+6836,4.578807339449541e-08,2.523997783263162e-09,0.00018249821262750888
1022,4FGL J1717.5-3342,9.794894736842105e-08,1.9415264722635128e-08,1.022875972884839e-06
1023,4FGL J1717.6-5154,1.466698837209302e-07,6.532110662077548e-09,5.229201692371518e-08
1024,4FGL J1719.2+1745,6.82054135338346e-08,3.365319308427075e-09,2.3762854332103322e-07
1025,4FGL J1722.6+6104,-3333,-3333,1.5519741518344115e-05
1026,4FGL J1722.7+1014,7.430612e-08,9.151547847303172e-09,2.900599825014685e-06
1027,4FGL J1723.6-7714,8.546368171021378e-08,1.9499698057177884e-09,7.285184703259054e-07
1028,4FGL J1724.2+4005,5.257894179894179e-08,2.2473788857145737e-09,4.618694461678865e-06
1029,4FGL J1724.9+7654,5.411625e-08,3.3329499763918473e-09,0.0002303727599281404
1030,4FGL J1725.0+1152,3.6852831325301205e-08,1.6004484664781966e-09,1.6239863657823702e-07
1031,4FGL J1725.5+5851,3.6100697674418604e-08,2.7533344969618436e-09,8.221620232383499e-07
1032,4FGL J1727.2+0644,1.2475268292682924e-07,5.552390112252275e-09,1.037001729851879e-07
1033,4FGL J1727.4+4530,8.163740983606558e-08,1.4248752116309052e-09,4.271492737264041e-06
1034,4FGL J1728.0+1216,1.0496108597285068e-07,3.439442793767104e-09,1.0346097254212052e-05
1035,4FGL J1728.3+5013,2.9665574007220217e-08,1.3749873242189723e-09,5.818284291726018e-07
1036,4FGL J1728.4+0427,-3333,-3333,7.687368699118693e-07
1037,4FGL J1728.6-7448,2.9891875e-08,4.522360271389535e-09,3.3621544650074503e-10
1038,4FGL J1729.0+6103,-3333,-3333,1.6532607380763134e-09
1039,4FGL J1730.6+0024,8.252596153846152e-08,5.392009770912374e-09,9.633484872589254e-08
1040,4FGL J1732.7-5050,7.919692307692308e-08,6.401125679773361e-09,3.0917925230425726e-10
1041,4FGL J1733.0-1305,1.4799277044854882e-07,4.102706501206436e-09,2.0232525563770174e-06
1042,4FGL J1734.3+3858,6.798168000000001e-08,1.5443127739395376e-09,2.4468782208230776e-06
1043,4FGL J1736.0+2033,2.9270512820512817e-08,4.659235646809464e-09,2.49959997981099e-09
1044,4FGL J1738.0+8717,3.315e-08,1.064773296293629e-08,9.395325905523551e-07
1045,4FGL J1738.2+4000,5.8057142857142855e-08,1.3917694728743694e-08,0.00035282337871249425
1046,4FGL J1739.5+4955,5.099120192307693e-08,2.0259368027095674e-09,9.674726380885094e-06
1047,4FGL J1740.0+4737,4.492132530120483e-08,3.358938054297475e-09,3.9079569078347786e-07
1048,4FGL J1740.6+5346,-3333,-3333,6.547526783505673e-09
1049,4FGL J1744.6-5713,7.883423076923078e-08,7.363985756562481e-09,1.8078981951213457e-08
1050,4FGL J1746.8-5235,7.275196721311476e-08,5.508789601828267e-09,3.7022538882621544e-08
1051,4FGL J1747.6-5308,8.200884615384616e-08,9.315871466465078e-09,0.0003213539192557961
1052,4FGL J1748.0+3403,2.4858e-08,5.243295831047014e-09,2.4170666183344458e-08
1053,4FGL J1748.6+7005,4.8030301724137943e-08,8.49340591443652e-10,8.266663291111425e-07
1054,4FGL J1749.0+4321,-3333,-3333,1.7352441732161702e-06
1055,4FGL J1751.5+0938,1.1567193140794224e-07,2.3047419770016615e-09,3.485859291516545e-06
1056,4FGL J1751.6+2921,5.640666666666667e-08,5.904613797692101e-09,2.5005443726579148e-08
1057,4FGL J1753.6-5014,9.591150537634407e-08,5.327698332526753e-09,8.735760048859626e-08
1058,4FGL J1753.7+2847,6.431566037735849e-08,4.694585066196859e-09,2.7532271220401715e-05
1059,4FGL J1753.9+2443,4.2629333333333333e-08,7.870504024123868e-09,1.5533732815309204e-09
1060,4FGL J1754.2+3212,2.7106755852842806e-08,1.2726067473235138e-09,1.8955294017514052e-08
1061,4FGL J1754.7+3444,4.204444444444444e-08,3.939266311685486e-09,7.108927589655903e-06
1062,4FGL J1758.7-1621,1.1374428571428571e-07,1.1684181582086273e-08,7.321551424303648e-10
1063,4FGL J1759.1-4822,1.2784747252747252e-07,7.439894362092289e-09,3.0235733905060933e-06
1064,4FGL J1759.1-3849,5.551303370786517e-08,5.1319168945283666e-09,5.66007844813697e-13
1065,4FGL J1801.5+4404,6.66259756097561e-08,1.9874981417054123e-09,1.420451870183685e-05
1066,4FGL J1802.6-3940,1.1048059782608696e-07,4.950599902260041e-09,2.346423291478964e-06
1067,4FGL J1803.4-6510,6.460583333333333e-08,6.58024933419845e-09,1.2429513954187324e-06
1068,4FGL J1806.3+5345,-3333,-3333,5.265493443764348e-05
1069,4FGL J1806.8+6949,4.488831223628692e-08,1.5650209394516904e-09,9.340983954810098e-06
1070,4FGL J1807.9-6412,7.159190476190475e-08,6.605311627638415e-09,3.863655274985315e-06
1071,4FGL J1808.1-5013,1.1960400000000002e-07,8.131953247857876e-09,0.0010976552236073628
1072,4FGL J1808.2+3500,3.1385e-08,3.7882447692281765e-09,2.1909745635153528e-05
1073,4FGL J1809.7+2910,-3333,-3333,1.9990013461918644e-08
1074,4FGL J1811.0+1608,5.390047619047619e-08,6.182767062178515e-09,4.329580767405501e-09
1075,4FGL J1811.3+0340,4.00833043478261e-08,3.5129784405517225e-09,5.888765906141357e-09
1076,4FGL J1813.5+3144,4.149045714285714e-08,2.2236537236311776e-09,2.8609080345552667e-06
1077,4FGL J1813.6+0614,6.169084905660377e-08,4.896473476125644e-09,3.034597003109314e-09
1078,4FGL J1814.4+2953,8.21251724137931e-08,5.53470320151596e-09,0.0005028139923184385
1079,4FGL J1816.9-4942,5.645222857142858e-08,3.1551536180815636e-09,7.38093798509504e-07
1080,4FGL J1818.6+0903,7.718731707317074e-08,6.138505059098252e-09,1.422666165250316e-07
1081,4FGL J1821.6+6819,6.274451327433627e-08,2.024995002089021e-09,1.279954230877493e-06
1082,4FGL J1821.6+6636,-3333,-3333,1.5329922609881854e-08
1083,4FGL J1823.6-3453,4.588091503267974e-08,3.851959859449812e-09,2.8916191182837384e-07
1084,4FGL J1824.1+5651,5.4826238317757e-08,1.5282880948449872e-09,1.5360469447365782e-05
1085,4FGL J1824.5+0107,2.1353565217391306e-07,9.27222023431938e-09,7.77057021882318e-05
1086,4FGL J1825.1-5231,6.292692307692308e-08,3.880964870018946e-09,4.820738135205181e-07
1087,4FGL J1829.2-5813,1.448081194029851e-07,3.0711509890370337e-09,6.186721722479947e-06
1088,4FGL J1830.0+1324,-3333,-3333,3.772565195914713e-07
1089,4FGL J1830.1+0617,-3333,-3333,7.875537966463956e-06
1090,4FGL J1830.2-4443,8.590609756097561e-08,3.9571802057652e-09,2.2129456152311563e-07
1091,4FGL J1833.6-2103,8.400545454545453e-07,5.395885583577181e-09,1.9257583898620266e-05
1092,4FGL J1834.7-5858,1.1775969696969695e-07,9.363628488562538e-09,4.967764264533342e-07
1093,4FGL J1836.4+3137,-3333,-3333,0.00013241895843025148
1094,4FGL J1837.3+1052,1.2737916666666666e-07,1.0012834953535745e-08,0.000306068119479125
1095,4FGL J1837.6-2904,-3333,-3333,3.5966922825911076e-10
1096,4FGL J1838.8+4802,2.5371781914893614e-08,9.98819563220901e-10,3.054884387088523e-07
1097,4FGL J1839.4-0553,1.76394046692607e-07,8.096180471269398e-09,4.3947881016680515e-10
1098,4FGL J1839.6-7107,7.01222881355932e-08,3.96710741829258e-09,4.614401250902969e-06
1099,4FGL J1840.6-5545,1.1569014084507042e-07,9.310084822285357e-09,1.37931378489925e-07
1100,4FGL J1841.8+3218,-3333,-3333,1.6930240739649924e-12
1101,4FGL J1842.4-5840,3.409230769230769e-08,7.435064470027775e-09,1.2327005494176862e-09
1102,4FGL J1844.4+1547,5.762728744939271e-08,2.7574551044569577e-09,6.639240554409782e-08
1103,4FGL J1848.4+3217,7.956491803278689e-08,2.6441451397757874e-09,2.627894534882141e-08
1104,4FGL J1848.5+6537,4.5624782608695654e-08,5.402326578917437e-09,5.048163075213499e-08
1105,4FGL J1848.5+3243,9.166708474576272e-08,2.6779767546162825e-09,9.755308224289769e-06
1106,4FGL J1849.4+2745,6.884193548387096e-08,7.236389548069276e-09,7.447416981991315e-07
1107,4FGL J1849.4-4313,-3333,-3333,1.4848564738792542e-06
1108,4FGL J1852.4+4856,4.752986577181208e-08,2.3525263828961036e-09,3.637721684001754e-06
1109,4FGL J1855.8-2028,1.8191874999999997e-07,1.3506613833334225e-08,3.460193052988149e-08
1110,4FGL J1858.3-2511,1.1323859872611465e-07,6.793599437291891e-09,1.9653187634377277e-07
1111,4FGL J1902.9-6748,6.881587248322148e-08,2.0967370554201157e-09,8.995471968520796e-07
1112,4FGL J1903.2+5540,-3333,-3333,1.0320781883497666e-07
1113,4FGL J1904.1+3627,4.168264705882353e-08,6.241406369512224e-09,7.83522016225255e-07
1114,4FGL J1911.2-2006,9.978463291139241e-08,2.972365910015993e-09,1.5617463032207126e-06
1115,4FGL J1911.4-1908,5.603571428571429e-08,1.0736101124494492e-08,3.179977637883699e-07
1116,4FGL J1912.0+1612,1.7319863636363637e-07,1.8077584784605836e-08,0.0006642645755620575
1117,4FGL J1912.1-0803,1.5363255681818183e-07,6.372119722739395e-09,4.311977154975683e-05
1118,4FGL J1912.4-1222,-3333,-3333,2.7029642009919642e-08
1119,4FGL J1913.0-8009,7.40256647398844e-08,2.958540583809584e-09,2.2161705053546386e-07
1120,4FGL J1913.4-3629,9.224123595505617e-08,8.155632156013262e-09,1.823270813469641e-08
1121,4FGL J1916.7-1516,-3333,-3333,1.1969642428195203e-07
1122,4FGL J1917.7-1921,-3333,-3333,5.8771472318409825e-06
1123,4FGL J1917.7-6930,6.428454545454546e-08,8.470143092508027e-09,2.230839403224478e-05
1124,4FGL J1918.2-4111,-3333,-3333,2.9620207023654463e-08
1125,4FGL J1921.8-1607,-3333,-3333,1.2537967635337714e-08
1126,4FGL J1922.5-7453,6.429211764705881e-08,4.349262634644668e-09,3.48547815261255e-08
1127,4FGL J1923.5-2104,9.219297872340426e-08,5.0861821359927685e-09,1.8394471692460613e-07
1128,4FGL J1925.7+1227,1.3347425e-07,1.3709880031202255e-08,1.0806320058466044e-06
1129,4FGL J1926.8+6154,-3333,-3333,4.494539255952132e-08
1130,4FGL J1927.5+6117,3.81475355450237e-08,1.8893980776095376e-09,7.661949959729395e-07
1131,4FGL J1931.1+0937,7.242624338624338e-08,4.489545750640193e-09,7.320135218494439e-09
1132,4FGL J1933.2-4539,8.078877551020408e-08,6.259463985744936e-09,3.129305559145117e-07
1133,4FGL J1934.3+6541,7.137114864864866e-08,2.95007341233179e-09,5.6306123065346755e-06
1134,4FGL J1935.2+2029,1.7424137931034485e-07,1.0435209576351404e-08,8.822634701407069e-09
1135,4FGL J1936.9-4720,-3333,-3333,8.895240325613494e-07
1136,4FGL J1937.2-3958,-3333,-3333,9.010506613857758e-06
1137,4FGL J1939.5-1525,1.0858732394366197e-07,8.680349775338677e-09,6.810549795575228e-08
1138,4FGL J1941.7+7218,5.97092105263158e-08,3.6716715817756578e-09,3.21225786966826e-05
1139,4FGL J1942.1+4011,5.6981395348837214e-08,5.612135569533797e-09,8.936824664319988e-05
1140,4FGL J1942.7+1033,5.7749245283018866e-08,4.5358802346417135e-09,4.6607394549529855e-07
1141,4FGL J1944.9-2143,7.177176470588235e-08,6.503382535268681e-09,1.1968398903242215e-06
1142,4FGL J1945.1-4007,2.9610681818181814e-08,3.3864838877633163e-09,3.305307457147054e-10
1143,4FGL J1949.4+1247,9.063727272727273e-08,1.3997043140130227e-08,6.395138270981865e-06
1144,4FGL J1949.5+0906,9.307245614035087e-08,7.383867006781789e-09,1.6923823465016136e-05
1145,4FGL J1951.8-0511,1.0658711864406782e-07,8.075452384988857e-09,5.343646655532179e-08
1146,4FGL J1954.6-1122,-3333,-3333,2.56484550139496e-05
1147,4FGL J1955.2+1358,8.299666666666667e-08,9.59914763277211e-09,6.25041651030339e-07
1148,4FGL J1955.4+5132,8.30911214953271e-08,2.7439621508978148e-09,1.2055692737938136e-05
1149,4FGL J1957.1-3231,1.0577958823529413e-07,4.410164671119163e-09,7.073055084281888e-05
1150,4FGL J1958.0-3845,1.4444290203327173e-07,2.260029901672126e-09,4.64051940899802e-07
1151,4FGL J1958.1-0711,7.614545454545453e-08,1.0677316995885427e-08,2.3585132630677867e-06
1152,4FGL J1958.3-3010,-3333,-3333,3.180057589042574e-07
1153,4FGL J1959.0+3844,-3333,-3333,2.7462228474660374e-08
1154,4FGL J1959.1-4247,6.740009433962264e-08,3.954171010656726e-09,5.3724406709688145e-08
1155,4FGL J2000.9-1748,7.984735668789808e-08,2.9334915598430564e-09,4.789100214803995e-06
1156,4FGL J2001.2+4353,6.020887159533073e-08,2.5487589684609523e-09,1.2841458808136439e-07
1157,4FGL J2005.1+7003,1.9110967741935486e-08,3.2069962125065335e-09,3.042898305465391e-11
1158,4FGL J2005.5+7752,4.521207282913165e-08,1.4487014465964835e-09,6.220313171860493e-06
1159,4FGL J2005.8+6424,-3333,-3333,7.553270985498169e-09
1160,4FGL J2005.9-2309,9.771795918367347e-08,3.5087267165915303e-09,4.460043633499391e-06
1161,4FGL J2007.2+6607,7.134349206349207e-08,4.623289139327143e-09,4.904439771717669e-07
1162,4FGL J2007.3-7728,6.727638095238095e-08,4.1117303139670165e-09,1.1196959948057189e-09
1163,4FGL J2007.9-4432,8.52847393364929e-08,3.119798410720075e-09,6.11553221763964e-07
1164,4FGL J2009.9+3544,2.0203749999999999e-07,9.21013630148277e-09,1.141840101621288e-05
1165,4FGL J2010.0+7229,-3333,-3333,1.8643010570345453e-07
1166,4FGL J2012.0+4629,5.741462046204621e-08,2.3664191569236406e-09,8.573423178789399e-08
1167,4FGL J2012.2-1646,7.205e-08,4.813181605764324e-09,2.40186924671671e-09
1168,4FGL J2014.3-0047,5.231142857142857e-08,8.326515224577683e-09,1.6494720069282229e-06
1169,4FGL J2015.3-1432,6.706533333333333e-08,1.1306505386833723e-08,6.200690413766994e-06
1170,4FGL J2015.5+3710,2.422031650485437e-07,4.652318634644936e-09,2.9478469769254037e-07
1171,4FGL J2016.3-0903,5.101115107913669e-08,3.6916528459070845e-09,8.319065356664207e-08
1172,4FGL J2021.5+4026,1.3185624999999999e-06,1.9832578405430038e-08,9.840772956703228e-10
1173,4FGL J2022.3-4513,5.494129213483146e-08,2.951205795721488e-09,2.9075342488261496e-07
1174,4FGL J2022.5+7612,5.589330798479088e-08,1.9643707569422905e-09,6.894319465730523e-06
1175,4FGL J2023.6-1139,-3333,-3333,4.9479362127532065e-08
1176,4FGL J2024.6-3252,7.198204081632654e-08,3.644016635621555e-09,7.42178530242572e-07
1177,4FGL J2024.8-6459,7.2761e-08,6.019467999908492e-09,2.1961188547834706e-05
1178,4FGL J2025.2+0317,4.8780975609756096e-08,6.171242299511044e-09,1.8216317926905044e-07
1179,4FGL J2025.3+3341,1.622979695431472e-07,6.0166152700437575e-09,2.0878909967825186e-07
1180,4FGL J2025.6-0735,1.692047735191638e-07,2.139942880074395e-09,2.5744464704938847e-06
1181,4FGL J2026.0-2845,-3333,-3333,1.498881503155135e-06
1182,4FGL J2029.5+4925,7.628593220338983e-08,4.749004070884533e-09,3.652905301265177e-09
1183,4FGL J2030.2-0620,1.1001443037974683e-07,6.730690132241271e-09,8.386370069062073e-05
1184,4FGL J2031.2-4121,4.0497441860465117e-08,4.884619228796711e-09,1.3963534915385767e-11
1185,4FGL J2032.0+1219,8.465018518518519e-08,4.66648512288109e-09,4.782915315655423e-06
1186,4FGL J2034.6+1154,1.1526393442622951e-07,4.0457730748469934e-09,8.841207230106326e-06
1187,4FGL J2035.4+1056,1.2464389705882354e-07,3.1104231846153715e-09,2.5843733014056964e-06
1188,4FGL J2036.4+6553,3.236988505747126e-08,2.763669283876147e-09,4.901243562355895e-09
1189,4FGL J2037.0-2826,-3333,-3333,1.1074513110290692e-05
1190,4FGL J2038.7+5117,7.060815126050421e-08,4.252579643581058e-09,8.625682785573142e-09
1191,4FGL J2039.0-1046,4.445624454148472e-08,2.4234382822243427e-09,1.6255264518883527e-07
1192,4FGL J2040.5-1705,9.164312977099236e-08,4.555616396727476e-09,0.00033954834633264665
1193,4FGL J2043.7+2741,5.3399581151832466e-08,2.811430192465222e-09,6.125187940429031e-12
1194,4FGL J2044.0+1036,-3333,-3333,3.3655899929223353e-16
1195,4FGL J2046.8-4258,-3333,-3333,1.632437237686231e-10
1196,4FGL J2049.9+1002,5.761635658914729e-08,3.1968110941370362e-09,1.0822538867756584e-06
1197,4FGL J2050.4-2627,5.28904918032787e-08,5.019599116080909e-09,1.9512462202316805e-07
1198,4FGL J2052.2-5533,-3333,-3333,1.185767817485497e-05
1199,4FGL J2053.8+2922,-3333,-3333,6.511340276923805e-09
1200,4FGL J2055.0-5218,-3333,-3333,3.2728197222488785e-09
1201,4FGL J2056.5-0202,-3333,-3333,1.1295865171279886e-06
1202,4FGL J2056.7+4939,5.6844078947368415e-08,5.420004519966574e-09,2.47907229670272e-06
1203,4FGL J2100.0+2103,7.751754385964912e-08,5.580071130091861e-09,1.6606888852774017e-06
1204,4FGL J2101.4-2935,-3333,-3333,1.5563456428455896e-05
1205,4FGL J2103.8-6233,-3333,-3333,5.928354390617247e-08
1206,4FGL J2104.0-3546,8.024245398773007e-08,3.6029407507053727e-09,1.6207645573353144e-06
1207,4FGL J2106.9+2455,-3333,-3333,2.8355313598788035e-07
1208,4FGL J2108.2-2454,5.5565000000000015e-08,9.616966627326473e-09,4.7222090256500145e-08
1209,4FGL J2108.5+1434,3.890571428571429e-08,1.1880534499760522e-08,1.2445102210367313e-05
1210,4FGL J2110.3+0808,-3333,-3333,0.00012268371527917327
1211,4FGL J2112.7+0819,-3333,-3333,1.2468740212502644e-09
1212,4FGL J2114.8+2831,-3333,4.34e-08,3.765916835595325e-07
1213,4FGL J2114.8+2026,-3333,-3333,1.0643175109108547e-13
1214,4FGL J2115.4+2932,6.936740259740259e-08,2.172498064414414e-09,2.475638994362944e-06
1215,4FGL J2116.2+3339,3.6524568690095847e-08,1.7642866543961271e-09,7.170556714953357e-08
1216,4FGL J2118.0+0019,-3333,-3333,0.00026068846559781797
1217,4FGL J2118.2+5752,-3333,-3333,1.8549581292430719e-06
1218,4FGL J2119.6-1105,-3333,-3333,8.866119062187341e-07
1219,4FGL J2120.6-1254,1.012534375e-07,7.4294634499977e-09,0.00022112436764800962
1220,4FGL J2121.0+1901,5.059265454545454e-08,2.0092875687209198e-09,5.125513478171039e-06
1221,4FGL J2123.6+0535,-3333,-3333,6.247461594677985e-05
1222,4FGL J2126.3-4605,7.523348484848486e-08,2.8272872757401455e-09,1.500107274648559e-05
1223,4FGL J2127.7+3612,4.827862068965517e-08,3.507255440673016e-09,3.474553219924192e-08
1224,4FGL J2129.1-0240,-3333,-3333,0.00020009329090764163
1225,4FGL J2129.9+1208,-3333,-3333,2.2523275975738112e-08
1226,4FGL J2130.4-4241,8.201413043478261e-08,4.393709306049439e-09,3.608978440371207e-06
1227,4FGL J2131.0-2746,-3333,-3333,3.1799825652036318e-09
1228,4FGL J2132.0-5418,6.215397727272727e-08,3.9906439896449525e-09,5.985554035086504e-06
