,Name,Average_Photon_Flux_(ph/cm2/s)_(0.2-5_MeV),Average_Flux_of_Entire_Source_(0.2-5_MeV),Start_Time_(MJD)
531,4FGL J1159.5+2914,0.0015162632963117,0.0006014755200198,60685.50001157408
532,4FGL J1129.8-1447,0.0019990492172222,0.001889987124202,58372.00001157408
533,4FGL J1129.8-1447,0.0019208889098557,0.001889987124202,58795.50001157408
534,4FGL J1129.8-1447,0.0025435218668434,0.001889987124202,59019.50001157408
535,4FGL J1129.8-1447,0.0025594188785111,0.001889987124202,59075.50001157408
536,4FGL J1129.8-1447,0.0053731899437067,0.001889987124202,59187.50001157408
537,4FGL J1129.8-1447,0.0027501830185244,0.001889987124202,59250.50001157408
538,4FGL J1129.8-1447,0.0024510301625945,0.001889987124202,59299.50001157408
539,4FGL J1129.8-1447,0.0019394354234681,0.001889987124202,59401.00001157408
540,4FGL J1129.8-1447,0.0042683476327966,0.001889987124202,59656.50001157408
541,4FGL J1129.8-1447,0.0044278145310889,0.001889987124202,59670.50001157408
542,4FGL J1129.8-1447,0.0040265805803492,0.001889987124202,59789.50001157408
543,4FGL J1129.8-1447,0.0026850052706865,0.001889987124202,60160.50001157408
544,4FGL J1129.8-1447,0.0026468524426839,0.001889987124202,60237.50001157408
545,4FGL J1129.8-1447,0.002803173057417,0.001889987124202,60335.50001157408
546,4FGL J1129.8-1447,0.0023091881392962,0.001889987124202,60489.50001157408
547,4FGL J1129.8-1447,0.0044479838646424,0.001889987124202,60699.50001157408
548,4FGL J1044.6+8053,0.0002074221500799,0.0001257109881611,55253.50001157408
549,4FGL J1044.6+8053,0.0001229633882004,0.0001257109881611,55897.50001157408
550,4FGL J1044.6+8053,0.0006753663006713,0.0001257109881611,57448.00001157408
551,4FGL J1044.6+8053,0.0001866606860324,0.0001257109881611,58498.00001157408
552,4FGL J1044.6+8053,0.0002325283973321,0.0001257109881611,58802.50001157408
553,4FGL J1044.6+8053,0.0001742863034875,0.0001257109881611,59681.00001157408
554,4FGL J1044.6+8053,0.0001583645979465,0.0001257109881611,59740.50001157408
555,4FGL J1044.6+8053,0.0002125827259116,0.0001257109881611,59922.50001157408
556,4FGL J1044.6+8053,0.0002977184778203,0.0001257109881611,60251.50001157408
557,4FGL J0635.6-7518,0.0011892317975055,0.0007681608955181,54791.50001157408
558,4FGL J0635.6-7518,0.0017178217811168,0.0007681608955181,58977.50001157408
559,4FGL J0635.6-7518,0.0010367010544528,0.0007681608955181,60615.50001157408
560,4FGL J0539.9-2839,0.0007419468026766,0.0006687391738857,55372.50001157408
561,4FGL J0539.9-2839,0.0011542193752523,0.0006687391738857,55519.50001157408
562,4FGL J0539.9-2839,0.0008524888630034,0.0006687391738857,56233.50001157408
563,4FGL J0539.9-2839,0.0006658060420585,0.0006687391738857,57147.00001157408
564,4FGL J0539.9-2839,0.0010787096964974,0.0006687391738857,57437.50001157408
565,4FGL J0539.9-2839,0.0009035477886376,0.0006687391738857,57871.50001157408
566,4FGL J0539.9-2839,0.0013409312365798,0.0006687391738857,59194.50001157408
567,4FGL J0539.9-2839,0.0019832848277032,0.0006687391738857,59705.50001157408
568,4FGL J0539.9-2839,0.0025611650222554,0.0006687391738857,59922.50001157408
569,4FGL J0539.9-2839,0.0011033659181317,0.0006687391738857,59985.50001157408
570,4FGL J0539.9-2839,0.0013803785681922,0.0006687391738857,60139.50001157408
571,4FGL J0217.4+7352,0.0018533294207675,0.0010692073948045,54791.50001157408
572,4FGL J0217.4+7352,0.0016142347229354,0.0010692073948045,58081.50001157408
573,4FGL J0217.4+7352,0.001805941043018,0.0010692073948045,60440.50001157408
574,4FGL J1941.3-6210,0.000164344997178,0.0001782039239143,55988.50001157408
575,4FGL J1941.3-6210,0.0001924183395359,0.0001782039239143,56072.50001157408
576,4FGL J1941.3-6210,0.0001703148995071,0.0001782039239143,56758.50001157408
577,4FGL J1941.3-6210,0.0003547380103452,0.0001782039239143,57150.50001157408
578,4FGL J1941.3-6210,0.0002553243351534,0.0001782039239143,57325.50001157408
579,4FGL J1941.3-6210,0.0002197614789643,0.0001782039239143,57409.50001157408
580,4FGL J1941.3-6210,0.0002405229244199,0.0001782039239143,57661.50001157408
581,4FGL J1941.3-6210,0.0002782665217904,0.0001782039239143,57787.50001157408
582,4FGL J1941.3-6210,0.0004561794788075,0.0001782039239143,57885.50001157408
583,4FGL J1941.3-6210,0.0002024418548846,0.0001782039239143,57948.50001157408
584,4FGL J1941.3-6210,0.0001865367263234,0.0001782039239143,58578.50001157408
585,4FGL J1941.3-6210,0.0002476769396077,0.0001782039239143,59397.50001157408
586,4FGL J1941.3-6210,0.0118559299975605,0.0001782039239143,59789.50001157408
587,4FGL J0522.9-3628,0.0009835486763309,0.0003983064547859,54798.50001157408
588,4FGL J0522.9-3628,0.0006679934760081,0.0003983064547859,55176.50001157408
589,4FGL J0522.9-3628,0.0005978673216548,0.0003983064547859,55267.50001157408
590,4FGL J0522.9-3628,0.0007730321813722,0.0003983064547859,55575.50001157408
591,4FGL J0522.9-3628,0.0010450204686016,0.0003983064547859,55687.50001157408
592,4FGL J0522.9-3628,0.0005628084092338,0.0003983064547859,55736.50001157408
593,4FGL J0522.9-3628,0.000811086148016,0.0003983064547859,55922.00001157408
594,4FGL J0522.9-3628,0.0010983485618963,0.0003983064547859,56205.50001157408
595,4FGL J0522.9-3628,0.000512264935589,0.0003983064547859,56324.50001157408
596,4FGL J0522.9-3628,0.0005371463753176,0.0003983064547859,56380.50001157408
597,4FGL J0522.9-3628,0.0006192713888009,0.0003983064547859,56513.50001157408
598,4FGL J0522.9-3628,0.0009767184771898,0.0003983064547859,56814.50001157408
599,4FGL J0522.9-3628,0.0007257086587511,0.0003983064547859,57150.50001157408
600,4FGL J0522.9-3628,0.0005461427233293,0.0003983064547859,57185.50001157408
601,4FGL J0522.9-3628,0.0005281721099047,0.0003983064547859,57234.50001157408
602,4FGL J0522.9-3628,0.0004253596386215,0.0003983064547859,57451.50001157408
603,4FGL J0522.9-3628,0.0006061801737803,0.0003983064547859,57619.50001157408
604,4FGL J0522.9-3628,0.0007752276025247,0.0003983064547859,57710.50001157408
605,4FGL J0522.9-3628,0.0007923031003777,0.0003983064547859,57759.50001157408
606,4FGL J0522.9-3628,0.0008674352909308,0.0003983064547859,57938.00001157408
607,4FGL J0522.9-3628,0.0007683974033835,0.0003983064547859,57997.50001157408
608,4FGL J0522.9-3628,0.0006027650742097,0.0003983064547859,58025.50001157408
609,4FGL J0522.9-3628,0.0005892469717428,0.0003983064547859,58053.50001157408
610,4FGL J0522.9-3628,0.0010398978192457,0.0003983064547859,58361.50001157408
611,4FGL J0522.9-3628,0.0006733893333296,0.0003983064547859,58550.50001157408
612,4FGL J0522.9-3628,0.0004473780437477,0.0003983064547859,59131.50001157408
613,4FGL J0522.9-3628,0.0005871125345112,0.0003983064547859,59446.50001157408
614,4FGL J0522.9-3628,0.0006033342574715,0.0003983064547859,59509.50001157408
615,4FGL J0522.9-3628,0.0004409747320529,0.0003983064547859,59775.50001157408
616,4FGL J0522.9-3628,0.0005791033128992,0.0003983064547859,60405.50001157408
617,4FGL J0522.9-3628,0.0005323457210641,0.0003983064547859,60475.50001157408
618,4FGL J0433.0+0522,0.0014726971756767,0.0008397825648256,56881.00001157408
619,4FGL J0433.0+0522,0.0018088647475218,0.0008397825648256,56975.50001157408
620,4FGL J0433.0+0522,0.0010935824022122,0.0008397825648256,57185.50001157408
621,4FGL J0433.0+0522,0.0010147100798162,0.0008397825648256,57871.50001157408
622,4FGL J0433.0+0522,0.0014452813167688,0.0008397825648256,58186.50001157408
623,4FGL J0433.0+0522,0.0009315455060964,0.0008397825648256,58767.50001157408
624,4FGL J0433.0+0522,0.0009711130447486,0.0008397825648256,59789.50001157408
625,4FGL J0319.8+4130,0.0004151729656223,0.0003320441152449,55386.50001157408
626,4FGL J0319.8+4130,0.0003449111985286,0.0003320441152449,55470.50001157408
627,4FGL J0319.8+4130,0.0004616400128696,0.0003320441152449,55708.50001157408
628,4FGL J0319.8+4130,0.0004146678890218,0.0003320441152449,56093.50001157408
629,4FGL J0319.8+4130,0.0004235067295308,0.0003320441152449,56345.50001157408
630,4FGL J0319.8+4130,0.0004701782125449,0.0003320441152449,56429.50001157408
631,4FGL J0319.8+4130,0.0003777972971843,0.0003320441152449,56765.50001157408
632,4FGL J0319.8+4130,0.0004880564720512,0.0003320441152449,56898.50001157408
633,4FGL J0319.8+4130,0.0005994870727637,0.0003320441152449,57276.50001157408
634,4FGL J0319.8+4130,0.0004194300398266,0.0003320441152449,57374.50001157408
635,4FGL J0319.8+4130,0.0003593259243655,0.0003320441152449,57500.50001157408
636,4FGL J0319.8+4130,0.0005092767111917,0.0003320441152449,57675.50001157408
637,4FGL J0319.8+4130,0.0005103799048192,0.0003320441152449,57822.50001157408
638,4FGL J0319.8+4130,0.0007619647441465,0.0003320441152449,57906.50001157408
639,4FGL J0319.8+4130,0.0006059656514664,0.0003320441152449,58298.50001157408
640,4FGL J0319.8+4130,0.0004313354168387,0.0003320441152449,58410.50001157408
641,4FGL J0319.8+4130,0.0004114690705519,0.0003320441152449,58725.50001157408
642,4FGL J0319.8+4130,0.0003338556329396,0.0003320441152449,59614.50001157408
643,4FGL J0319.8+4130,0.0005205019129078,0.0003320441152449,59838.50001157408
644,4FGL J0319.8+4130,0.0004107956350845,0.0003320441152449,60139.50001157408
645,4FGL J0319.8+4130,0.0005507018534268,0.0003320441152449,60622.50001157408
646,4FGL J0324.8+3412,0.0018100188025537,0.0007345512835582,54774.00001157408
647,4FGL J0324.8+3412,0.0012543112754539,0.0007345512835582,55673.50001157408
648,4FGL J0324.8+3412,0.0011943301455447,0.0007345512835582,55803.00001157408
649,4FGL J0324.8+3412,0.001486649946308,0.0007345512835582,56240.50001157408
650,4FGL J0324.8+3412,0.0018404504052283,0.0007345512835582,56464.50001157408
651,4FGL J0324.8+3412,0.0013273471218727,0.0007345512835582,56527.50001157408
652,4FGL J0324.8+3412,0.0017491555972047,0.0007345512835582,56989.50001157408
653,4FGL J0324.8+3412,0.0010932695022943,0.0007345512835582,57080.50001157408
654,4FGL J0324.8+3412,0.0009748697761123,0.0007345512835582,57157.50001157408
655,4FGL J0324.8+3412,0.000850043500297,0.0007345512835582,57287.00001157408
656,4FGL J0324.8+3412,0.0011713961841088,0.0007345512835582,58767.50001157408
657,4FGL J0324.8+3412,0.0012066792017025,0.0007345512835582,60500.00001157408
658,4FGL J0324.8+3412,0.0011104527900835,0.0007345512835582,60608.50001157408
659,4FGL J1829.5+4845,0.0001236209122645,0.0001081719575648,54994.50001157408
660,4FGL J1829.5+4845,0.0001209261602622,0.0001081719575648,55393.50001157408
661,4FGL J1829.5+4845,0.0001390522123472,0.0001081719575648,55729.50001157408
662,4FGL J1829.5+4845,0.0001294183067707,0.0001081719575648,55911.50001157408
663,4FGL J1829.5+4845,0.0001206577995169,0.0001081719575648,56363.00001157408
664,4FGL J1829.5+4845,0.00017323505234,0.0001081719575648,56737.50001157408
665,4FGL J1829.5+4845,0.0001135095741993,0.0001081719575648,57416.50001157408
666,4FGL J1829.5+4845,0.0004416250520899,0.0001081719575648,57780.50001157408
667,4FGL J1829.5+4845,0.0001265593955583,0.0001081719575648,58032.50001157408
668,4FGL J1829.5+4845,0.0001176814247557,0.0001081719575648,58526.00001157408
669,4FGL J1829.5+4845,0.0001929699486964,0.0001081719575648,59054.50001157408
670,4FGL J1829.5+4845,0.0001185624013719,0.0001081719575648,59695.00001157408
671,4FGL J1829.5+4845,0.0001125281851946,0.0001081719575648,59845.50001157408
672,4FGL J0923.5+3852,0.0004336479538402,0.0003662384008943,56272.00001157408
673,4FGL J0923.5+3852,0.0003967964276455,0.0003662384008943,57917.00001157408
674,4FGL J0923.5+3852,0.0005395907159757,0.0003662384008943,59436.00001157408
675,4FGL J0923.5+3852,0.0004344773435656,0.0003662384008943,60136.00001157408
676,4FGL J1849.2+6705,0.0002046361907026,9.715856204776664e-05,54683.00001157408
677,4FGL J1849.2+6705,0.0002135591765846,9.715856204776664e-05,55659.50001157408
678,4FGL J1849.2+6705,0.0001313803044899,9.715856204776664e-05,55785.50001157408
679,4FGL J1849.2+6705,0.0001763569076185,9.715856204776664e-05,56506.50001157408
680,4FGL J1849.2+6705,0.000149768659848,9.715856204776664e-05,56853.00001157408
681,4FGL J1849.2+6705,0.0001365992112313,9.715856204776664e-05,57581.00001157408
682,4FGL J2056.2-4714,0.0006563168494063,0.0002995588514572,54854.50001157408
683,4FGL J2056.2-4714,0.000501668866652,0.0002995588514572,54952.50001157408
684,4FGL J2056.2-4714,0.0004177685406767,0.0002995588514572,55414.50001157408
685,4FGL J2056.2-4714,0.0005061426550506,0.0002995588514572,55645.50001157408
686,4FGL J2056.2-4714,0.0003865595002859,0.0002995588514572,55701.50001157408
687,4FGL J2056.2-4714,0.0007091559177907,0.0002995588514572,55820.50001157408
688,4FGL J2056.2-4714,0.0004251227501945,0.0002995588514572,55988.50001157408
689,4FGL J2056.2-4714,0.0004660962032225,0.0002995588514572,56310.50001157408
690,4FGL J2056.2-4714,0.0004579385926649,0.0002995588514572,56366.50001157408
691,4FGL J2056.2-4714,0.0004432919737092,0.0002995588514572,56996.50001157408
692,4FGL J2056.2-4714,0.0003813064934875,0.0002995588514572,57206.50001157408
693,4FGL J2056.2-4714,0.000362457469093,0.0002995588514572,57619.50001157408
694,4FGL J2056.2-4714,0.0002907693763142,0.0002995588514572,58004.50001157408
695,4FGL J2056.2-4714,0.0002960223831126,0.0002995588514572,58074.50001157408
696,4FGL J2056.2-4714,0.0003409510412594,0.0002995588514572,58179.50001157408
697,4FGL J2056.2-4714,0.00062453395113,0.0002995588514572,58512.00001157408
698,4FGL J2056.2-4714,0.0008442994498366,0.0002995588514572,58578.50001157408
699,4FGL J2056.2-4714,0.0004971072311121,0.0002995588514572,58823.50001157408
700,4FGL J2056.2-4714,0.0004616465974638,0.0002995588514572,59432.50001157408
701,4FGL J2056.2-4714,0.0003295489265027,0.0002995588514572,60104.50001157408
702,4FGL J0836.5-2026,0.0009003190550229,0.0006088027403056,58477.00001157408
703,4FGL J1740.5+5211,0.0002853477633186,0.0001925057485796,54690.00001157408
704,4FGL J1740.5+5211,0.0003303713383756,0.0001925057485796,57031.50001157408
705,4FGL J1740.5+5211,0.0005372308430296,0.0001925057485796,57164.50001157408
706,4FGL J1740.5+5211,0.0002884636099594,0.0001925057485796,58487.50001157408
707,4FGL J1740.5+5211,0.0002561863828669,0.0001925057485796,58806.00001157408
708,4FGL J1740.5+5211,0.0002672669312649,0.0001925057485796,58963.50001157408
709,4FGL J1740.5+5211,0.0002183965040252,0.0001925057485796,59299.50001157408
710,4FGL J1740.5+5211,0.0003028842825144,0.0001925057485796,59506.00001157408
711,4FGL J1740.5+5211,0.0002311320317672,0.0001925057485796,60129.00001157408
712,4FGL J1740.5+5211,0.0002743000015674,0.0001925057485796,60510.50001157408
713,4FGL J0721.9+7120,8.135554315067556e-05,6.793539259494606e-05,54931.50001157408
714,4FGL J0721.9+7120,0.0001055061296101,6.793539259494606e-05,55015.50001157408
715,4FGL J0721.9+7120,9.26348854636846e-05,6.793539259494606e-05,55246.50001157408
716,4FGL J0721.9+7120,9.641039753498471e-05,6.793539259494606e-05,55330.50001157408
717,4FGL J0721.9+7120,0.0001577175221213,6.793539259494606e-05,55610.50001157408
718,4FGL J0721.9+7120,0.0001905959397422,6.793539259494606e-05,55743.50001157408
719,4FGL J0721.9+7120,0.0001043996507572,6.793539259494606e-05,55778.50001157408
720,4FGL J0721.9+7120,0.0001294026600922,6.793539259494606e-05,55946.50001157408
721,4FGL J0721.9+7120,0.0001185662485069,6.793539259494606e-05,56380.50001157408
722,4FGL J0721.9+7120,0.0001059516040365,6.793539259494606e-05,56744.50001157408
723,4FGL J0721.9+7120,0.0001492507115685,6.793539259494606e-05,57031.50001157408
724,4FGL J0721.9+7120,0.0001370467257267,6.793539259494606e-05,57073.50001157408
725,4FGL J0721.9+7120,0.0001433795655648,6.793539259494606e-05,57325.50001157408
726,4FGL J0721.9+7120,0.0001553690637198,6.793539259494606e-05,57948.50001157408
727,4FGL J0721.9+7120,9.002423872390667e-05,6.793539259494606e-05,57997.50001157408
728,4FGL J0721.9+7120,0.0001163722939476,6.793539259494606e-05,58067.50001157408
729,4FGL J0721.9+7120,0.0001342329381064,6.793539259494606e-05,58445.50001157408
730,4FGL J0721.9+7120,7.834457227381373e-05,6.793539259494606e-05,58606.50001157408
731,4FGL J0721.9+7120,0.0001084352108539,6.793539259494606e-05,58795.50001157408
732,4FGL J0721.9+7120,0.0001032332872066,6.793539259494606e-05,59005.50001157408
733,4FGL J0721.9+7120,7.383223606097976e-05,6.793539259494606e-05,60545.50001157408
734,4FGL J0721.9+7120,0.0001368286026554,6.793539259494606e-05,60657.50001157408
735,4FGL J2202.7+4216,0.0004555208677602,0.0003809824720701,55687.50001157408
736,4FGL J2202.7+4216,0.0003720766899811,0.0003809824720701,55792.50001157408
737,4FGL J2202.7+4216,0.000525138338368,0.0003809824720701,55855.50001157408
738,4FGL J2202.7+4216,0.0004612589512363,0.0003809824720701,55890.50001157408
739,4FGL J2202.7+4216,0.0005023242715352,0.0003809824720701,55974.50001157408
740,4FGL J2202.7+4216,0.0004922860821288,0.0003809824720701,55995.50001157408
741,4FGL J2202.7+4216,0.0004361634777203,0.0003809824720701,56044.50001157408
742,4FGL J2202.7+4216,0.0005350935675313,0.0003809824720701,56079.50001157408
743,4FGL J2202.7+4216,0.0006246906300017,0.0003809824720701,56121.50001157408
744,4FGL J2202.7+4216,0.0007798262844643,0.0003809824720701,56156.50001157408
745,4FGL J2202.7+4216,0.0004637477585272,0.0003809824720701,56261.50001157408
746,4FGL J2202.7+4216,0.0006064393765355,0.0003809824720701,56289.50001157408
747,4FGL J2202.7+4216,0.0003639584376276,0.0003809824720701,56548.50001157408
748,4FGL J2202.7+4216,0.0005558336282884,0.0003809824720701,56611.50001157408
749,4FGL J2202.7+4216,0.0005591520380095,0.0003809824720701,56625.50001157408
750,4FGL J2202.7+4216,0.0004920134984732,0.0003809824720701,57052.50001157408
751,4FGL J2202.7+4216,0.0004508059606148,0.0003809824720701,57164.50001157408
752,4FGL J2202.7+4216,0.0003900514093038,0.0003809824720701,57213.50001157408
753,4FGL J2202.7+4216,0.0003932315519533,0.0003809824720701,57276.50001157408
754,4FGL J2202.7+4216,0.0004401870495072,0.0003809824720701,57297.50001157408
755,4FGL J2202.7+4216,0.0003589689715826,0.0003809824720701,57353.50001157408
756,4FGL J2202.7+4216,0.0004463261074912,0.0003809824720701,57500.50001157408
757,4FGL J2202.7+4216,0.0005467080015553,0.0003809824720701,57647.50001157408
758,4FGL J2202.7+4216,0.0007574270188467,0.0003809824720701,57661.50001157408
759,4FGL J2202.7+4216,0.0005052278800412,0.0003809824720701,57703.50001157408
760,4FGL J2202.7+4216,0.00043533387529,0.0003809824720701,57892.50001157408
761,4FGL J2202.7+4216,0.0005114498982683,0.0003809824720701,58004.50001157408
762,4FGL J2202.7+4216,0.0004831051485671,0.0003809824720701,58088.50001157408
763,4FGL J2202.7+4216,0.0004355412758976,0.0003809824720701,58116.50001157408
764,4FGL J2202.7+4216,0.000385626863009,0.0003809824720701,58326.50001157408
765,4FGL J2202.7+4216,0.0003641954668934,0.0003809824720701,58529.50001157408
766,4FGL J2202.7+4216,0.0005527917527107,0.0003809824720701,58578.50001157408
767,4FGL J2202.7+4216,0.0004657388043598,0.0003809824720701,58662.50001157408
768,4FGL J2202.7+4216,0.0003919871483078,0.0003809824720701,58739.50001157408
769,4FGL J2202.7+4216,0.000540071182113,0.0003809824720701,58809.50001157408
770,4FGL J2202.7+4216,0.0006089281838264,0.0003809824720701,58900.50001157408
771,4FGL J2202.7+4216,0.0005890177254996,0.0003809824720701,58956.50001157408
772,4FGL J2202.7+4216,0.0008030551525122,0.0003809824720701,58984.50001157408
773,4FGL J2202.7+4216,0.0006504083053404,0.0003809824720701,58998.50001157408
774,4FGL J2202.7+4216,0.001047051743345,0.0003809824720701,59061.50001157408
775,4FGL J2202.7+4216,0.0007847043467544,0.0003809824720701,59579.50001157408
776,4FGL J2202.7+4216,0.000551685616137,0.0003809824720701,59768.50001157408
777,4FGL J2202.7+4216,0.0009755321739045,0.0003809824720701,59824.50001157408
778,4FGL J2202.7+4216,0.0004328865481207,0.0003809824720701,60076.50001157408
779,4FGL J2202.7+4216,0.0004476534713797,0.0003809824720701,60132.50001157408
780,4FGL J2202.7+4216,0.0004479853123518,0.0003809824720701,60216.50001157408
781,4FGL J2202.7+4216,0.000430978462531,0.0003809824720701,60293.50001157408
782,4FGL J2202.7+4216,0.0005334343626708,0.0003809824720701,60447.50001157408
783,4FGL J2202.7+4216,0.0003799579130688,0.0003809824720701,60496.50001157408
784,4FGL J2202.7+4216,0.0008213552061213,0.0003809824720701,60545.50001157408
785,4FGL J2202.7+4216,0.0004330524686067,0.0003809824720701,60685.50001157408
786,4FGL J2202.7+4216,0.0009038518477913,0.0003809824720701,60713.50001157408
787,4FGL J2202.7+4216,0.0003691730814751,0.0003809824720701,60797.50001157408
788,4FGL J2232.6+1143,0.0008197539693434,0.0004232131647526,55708.50001157408
789,4FGL J2232.6+1143,0.0003961572529672,0.0004232131647526,56030.50001157408
790,4FGL J2232.6+1143,0.0004925383681913,0.0004232131647526,56065.50001157408
791,4FGL J2232.6+1143,0.0004115919511348,0.0004232131647526,56135.50001157408
792,4FGL J2232.6+1143,0.0009675840784594,0.0004232131647526,56177.50001157408
793,4FGL J2232.6+1143,0.0005604510401285,0.0004232131647526,56289.50001157408
794,4FGL J2232.6+1143,0.0004410893742994,0.0004232131647526,56317.50001157408
795,4FGL J2232.6+1143,0.0007806527339856,0.0004232131647526,56373.50001157408
796,4FGL J2232.6+1143,0.0006350520812717,0.0004232131647526,56436.50001157408
797,4FGL J2232.6+1143,0.0004925383681913,0.0004232131647526,56604.50001157408
798,4FGL J2232.6+1143,0.0005913732046625,0.0004232131647526,56905.50001157408
799,4FGL J2232.6+1143,0.0006410544638924,0.0004232131647526,57031.50001157408
800,4FGL J2232.6+1143,0.0005583930803728,0.0004232131647526,57080.50001157408
801,4FGL J2232.6+1143,0.0004259976694245,0.0004232131647526,57241.50001157408
802,4FGL J2232.6+1143,0.0006587757840107,0.0004232131647526,57283.50001157408
803,4FGL J2232.6+1143,0.0008197539693434,0.0004232131647526,57353.50001157408
804,4FGL J2232.6+1143,0.0011511099895279,0.0004232131647526,57395.50001157408
805,4FGL J2232.6+1143,0.0017216400115698,0.0004232131647526,57605.50001157408
806,4FGL J2232.6+1143,0.0007659040224033,0.0004232131647526,58200.50001157408
807,4FGL J2232.6+1143,0.0004124650249705,0.0004232131647526,58403.50001157408
808,4FGL J2232.6+1143,0.0004013021523564,0.0004232131647526,59719.50001157408
809,4FGL J2232.6+1143,0.0006355665712106,0.0004232131647526,59747.50001157408
810,4FGL J2232.6+1143,0.0005419865678762,0.0004232131647526,59901.50001157408
811,4FGL J2232.6+1143,0.0005670365113467,0.0004232131647526,60013.50001157408
812,4FGL J2232.6+1143,0.0004701294730739,0.0004232131647526,60090.50001157408
813,4FGL J2232.6+1143,0.000391012353578,0.0004232131647526,60608.50001157408
814,4FGL J2232.6+1143,0.0005697608580709,0.0004232131647526,60643.50001157408
815,4FGL J2232.6+1143,0.000448863888932,0.0004232131647526,60734.50001157408
816,4FGL J2232.6+1143,0.0006372815376737,0.0004232131647526,60797.50001157408
