4FGL_name	redshift	SED type	nu_sync
4FGL J0709.1+2241	-3333	ISP	2.72270124E14
4FGL J0710.4+5908	0.125	HSP	5.24807448E17
4FGL J0710.8-3851	0.129	LSP	1.28824954E13
4FGL J0710.9+4733	1.292	LSP	7.8523563E12
4FGL J0712.4+5724	0.095		0.0
4FGL J0712.5+3311	-3333		0.0
4FGL J0712.7+5033	0.502	LSP	1.46217716E13
4FGL J0713.0+5738	-3333	ISP	8.9125095E14
4FGL J0713.5+2537	-3333		0.0
4FGL J0713.8+1935	0.54	LSP	1.95884462E13
4FGL J0714.4+1110	-3333		0.0
4FGL J0715.3-6828	-3333		0.0
4FGL J0715.6-4528	-3333	ISP	2.72270124E14
4FGL J0717.7-5519	-3333	HSP	3.54813395E15
4FGL J0718.0+4536	0.94	LSP	1.12201839E12
4FGL J0718.6-4319	-3333	ISP	9.1201087E14
4FGL J0719.1-7055	0.339		0.0
4FGL J0719.3+3307	0.779	LSP	1.0964782E13
4FGL J0719.7-4012	3.7E-5		0.0
4FGL J0720.0-6237	-3333	LSP	1.53108742E12
4FGL J0721.9+7120	0.127	ISP	1.48251802E14
4FGL J0722.7+3606	0.365	LSP	1.77827941E13
4FGL J0723.4+5841	-3333		0.0
4FGL J0723.5+2900	0.966	LSP	1.6595869E13
4FGL J0723.7+2050	-3333	HSP	7.0794579E15
4FGL J0725.2+1425	1.038	LSP	9.1201082E12
4FGL J0726.1+8114	-3333		0.0
4FGL J0726.4-4727	1.686	LSP	4.8977884E12
4FGL J0727.1+3734	0.57	ISP	2.21309464E14
4FGL J0727.4+5325	-3333	LSP	1.18850218E12
4FGL J0728.0-4740	2.282	LSP	9.120109E11
4FGL J0728.0+6735	0.846	LSP	5.3088443E12
4FGL J0728.2+4827	-3333	ISP	7.5857759E14
4FGL J0728.5+6128	-3333		0.0
4FGL J0729.1+5703	0.426	LSP	7.8523562E13
4FGL J0730.1+6852	-3333		0.0
4FGL J0730.4+3308	0.112	HSP	2.06538011E15
4FGL J0730.7-6602	0.16		0.0
4FGL J0731.9+2805	0.248	ISP	5.6234131E14
4FGL J0732.7-4638	-3333	LSP	1.28824954E13
4FGL J0733.0+4915	-3333		0.0
4FGL J0733.1+5910	-3333	LSP	3.42767792E13
4FGL J0733.4+5152	0.065	HSP	7.5857755E16
4FGL J0733.5+3517	0.177	HSP	9.5499156E15
4FGL J0733.5-5445	-3333	LSP	7.8523562E13
4FGL J0733.6+3649	-3333	LSP	5.1880005E13
4FGL J0733.7+0205	-3333		0.0
4FGL J0733.7+4110	0.67	ISP	2.54097278E14
4FGL J0733.8+0455	3.01	LSP	1.69824367E12
4FGL J0734.0+5021	0.72	LSP	9.885531E12
4FGL J0734.4-7711	-3333	LSP	3.01995183E12
4FGL J0737.3-8247	-3333		0.0
4FGL J0738.1+1742	0.424	LSP	2.72897776E13
4FGL J0738.4+1539	-3333		0.0
4FGL J0738.9-6736	1.663	LSP	3.01994843E12
4FGL J0739.2+0137	0.189	LSP	1.51356126E13
4FGL J0739.7+1743	-3333		0.0
4FGL J0739.8-6722	-3333		0.0
4FGL J0740.4+7300	-3333	ISP	5.24807456E14
4FGL J0740.9+3203	0.179	HSP	2.0892961E15
4FGL J0741.0+3226	-3333	ISP	2.45470887E14
4FGL J0741.2-5140	-3333		0.0
4FGL J0741.4-4709	0.765	LSP	9.3325435E12
4FGL J0742.1+4902	2.312	LSP	9.7723725E11
4FGL J0742.6+5443	0.72	LSP	7.3282455E12
4FGL J0742.9-5242	-3333	LSP	9.3325435E12
4FGL J0743.0-5622	2.319	LSP	3.84591777E12
4FGL J0743.1+1713	-3333	LSP	3.42767792E13
4FGL J0743.3-4912	-3333		0.0
4FGL J0744.1-6211	-3333	HSP	1.44543925E16
4FGL J0744.1+7434	0.315	HSP	1.56675103E16
4FGL J0744.2-6918	-3333		0.0
4FGL J0746.0-0039	0.994		0.0
4FGL J0746.3-0225	-3333	ISP	1.99526229E14
4FGL J0746.4+2546	2.987498	LSP	1.69824367E12
4FGL J0746.5+2730	1.69	LSP	2.01836632E12
4FGL J0746.6-4754	-3333	HSP	1.81970087E15
4FGL J0747.2+4529	-3333	ISP	1.87499448E14
4FGL J0747.5+0905	-3333	HSP	6.1659499E17
4FGL J0747.5-4927	-3333	ISP	2.72270124E14
4FGL J0747.6+7209	-3333	LSP	7.0794642E13
4FGL J0748.3+8511	-3333	HSP	1.31825672E17
4FGL J0748.3+4928	-3333		0.0
4FGL J0748.6+2400	0.409854	LSP	8.9125091E12
4FGL J0749.2+2314	0.175	HSP	1.99526236E15
4FGL J0749.3+4453	0.559233	LSP	1.84077202E13
4FGL J0749.4+1058	0.214	ISP	1.46217716E14
4FGL J0749.5+1026	1.285	LSP	1.77827941E13
4FGL J0749.6+1324	-3333	ISP	7.5857759E14
4FGL J0749.7+7450	0.607	ISP	8.3176377E14
4FGL J0749.9+1823	1.161	LSP	4.16869384E12
4FGL J0750.0+8238	-3333	LSP	5.2480778E12
4FGL J0750.8+1229	0.889		0.0
4FGL J0751.0+7908	-3333	LSP	6.7608296E12
4FGL J0751.0-5131	-3333		0.0
4FGL J0751.4-0421	-3333	LSP	2.95120918E13
4FGL J0751.4+2655	0.333965	LSP	2.88403153E13
4FGL J0751.9+3314	1.935716	LSP	2.2490558E12
4FGL J0753.0+5353	0.2	LSP	3.63078065E12
4FGL J0753.9+0923	-3333	LSP	4.7863012E12
4FGL J0754.0+0451	-3333		0.0
4FGL J0754.7+4823	0.37671	LSP	1.90546077E13
4FGL J0756.3-6431	-3333		0.0
4FGL J0756.6-7723	-3333		0.0
4FGL J0757.1+0956	0.266	LSP	7.7624713E12
4FGL J0758.1+1134	0.568712		0.0
4FGL J0758.7+3746	0.042836	ISP	1.8620871E14
4FGL J0758.9+2703	0.099	LSP	5.7543993E13
4FGL J0759.6+1321	0.3864		0.0
4FGL J0800.3+5611	-3333		0.0
4FGL J0800.9+4401	1.072	LSP	1.84077202E13
4FGL J0801.1+1335	-3333	ISP	4.12097515E14
4FGL J0801.1+6444	0.2		0.0
4FGL J0801.3+6631	-3333		0.0
4FGL J0802.0+1006	0.84159	HSP	3.63078067E15
4FGL J0802.3-0942	-3333	HSP	3.16227758E15
4FGL J0803.0+2439	-3333	HSP	7.0794579E15
4FGL J0803.2-0337	0.365	HSP	5.128614E15
4FGL J0803.5+2046	-3333	LSP	9.7948994E12
4FGL J0804.5+0414	-3333		0.0
4FGL J0804.9-0624	0.43		0.0
4FGL J0805.0+6746	-3333	LSP	7.8523562E13
4FGL J0805.1+7744	-3333	LSP	6.7608296E12
4FGL J0805.2-0110	1.388	LSP	1.05925371E12
4FGL J0805.4+6147	3.033	LSP	2.01836632E12
4FGL J0805.4+7534	0.121	HSP	2.5118865E16
4FGL J0805.9+3834	-3333	LSP	7.2443599E13
4FGL J0806.1-0458	-3333	LSP	1.6595869E13
4FGL J0806.5+4503	2.102	LSP	4.7863012E12
4FGL J0806.5+5930	0.3	HSP	1.07151929E16
4FGL J0807.0-6102	-3333	LSP	2.08929607E13
4FGL J0807.1-0541	-3333	ISP	3.72391717E14
4FGL J0807.2-7630	-3333	LSP	5.7543993E13
4FGL J0807.7-1206	-3333	LSP	1.18850218E13
4FGL J0808.2-0751	1.837	LSP	7.6559659E12
4FGL J0808.5+4950	1.435161	LSP	9.7723725E11
4FGL J0809.3+4053	1.418	LSP	3.6099402E12
4FGL J0809.3+3121	0.29558	LSP	2.26464188E13
4FGL J0809.5+5341	2.133	LSP	3.89045158E12
4FGL J0809.6+3455	0.082509	HSP	3.89045144E15
4FGL J0809.8+5218	0.138	HSP	6.3533094E15
4FGL J0809.9-7028	-3333	HSP	5.5590535E16
4FGL J0811.0-7529	-3333	ISP	5.6234131E14
4FGL J0811.4+0146	1.148	LSP	3.38844162E12
4FGL J0811.9+7847	-3333		0.0
4FGL J0812.0+0237	-3333		0.0
4FGL J0812.3+1143	-3333		0.0
4FGL J0812.5+0711	1.285	LSP	1.6595869E13
4FGL J0812.6+2821	0.490576	HSP	5.6885296E15
4FGL J0812.8+6507	-3333	HSP	1.07151929E16
4FGL J0812.9+5555	0.383	HSP	1.60324539E15
4FGL J0813.7-0356	-3333	ISP	1.79887088E14
4FGL J0814.2-1013	-3333	ISP	4.00866712E14
4FGL J0814.4+6926	-3333		0.0
4FGL J0814.4+2941	1.08353	HSP	6.4565422E15
4FGL J0814.6+6430	0.239	LSP	7.943282E13
4FGL J0815.6+3641	1.028		0.0
4FGL J0815.9+2951	0.336		0.0
4FGL J0816.1+4909	0.475	ISP	1.62181002E14
4FGL J0816.3+5739	0.054	ISP	2.39883285E14
4FGL J0816.4-1311	0.045978	HSP	1.77827945E16
4FGL J0816.4-0007	-3333	LSP	3.84591777E12
4FGL J0816.9+2050	0.058	ISP	2.45470887E14
4FGL J0817.1+1955	0.138	LSP	3.38844147E13
4FGL J0817.8+3243	-3333	ISP	2.08929607E14
4FGL J0817.8-0934	-3333	LSP	5.0699069E13
4FGL J0818.2+4222	0.53	LSP	1.01157941E13
4FGL J0818.4+2816	0.226	ISP	3.98107162E14
4FGL J0818.7+3153	-3333	ISP	1.07151935E14
4FGL J0818.8+3229	0.649787	LSP	8.9125091E12
4FGL J0819.0+2746	0.392929	LSP	1.90546077E13
4FGL J0819.4-0756	0.45	HSP	2.54097275E17
4FGL J0819.4+4035	0.389	LSP	3.8018941E13
4FGL J0820.3+3639	0.393	LSP	5.5911352E13
4FGL J0820.7-5758	-3333	LSP	1.90545959E12
4FGL J0820.9+2353	0.402	ISP	7.6736147E14
4FGL J0820.9-1258	-3333	ISP	1.64058976E14
4FGL J0821.1+1007	0.9556	LSP	1.64058974E13
4FGL J0822.9+0538	-3333	LSP	4.16869279E12
4FGL J0823.1-6330	0.29		0.0
4FGL J0823.1+4042	0.8655	LSP	1.34896293E13
4FGL J0823.3+2224	0.951		0.0
4FGL J0824.4+2440	1.242	LSP	2.29086761E13
4FGL J0824.7-1035	-3333	LSP	7.3282413E12
4FGL J0824.7+5552	1.417	LSP	3.63078065E12
4FGL J0824.9+3915	1.216	LSP	2.78612122E12
4FGL J0825.8+0309	0.506	LSP	1.0964782E13
4FGL J0826.4-6404	-3333	HSP	7.5857755E16
4FGL J0827.0-0708	0.247	ISP	6.2373481E14
4FGL J0827.8+5221	0.337622		0.0
4FGL J0828.0+2307	-3333		0.0
4FGL J0828.3+4152	0.001324		0.0
4FGL J0828.6-0747	-3333		0.0
4FGL J0829.0+1755	0.089442		0.0
4FGL J0829.4+0857	0.866	LSP	1.23594741E13
4FGL J0829.4+4019	-3333	LSP	2.0892946E13
4FGL J0829.6-1140	-3333	ISP	1.73780081E14
4FGL J0829.7+5105	-3333	LSP	4.6773515E13
4FGL J0829.7-5856	-3333		0.0
4FGL J0830.0+5231	0.205	HSP	5.4954085E15
4FGL J0830.1-0946	-3333	HSP	3.8018939E16
4FGL J0830.8+2410	0.939	LSP	3.38844162E12
4FGL J0831.4+2631	-3333		0.0
4FGL J0831.5+1747	-3333	ISP	4.57088203E14
4FGL J0831.8+0429	0.174	LSP	5.0699069E13
4FGL J0832.2+2753	-3333		0.0
4FGL J0832.4+4912	0.548	LSP	8.3176378E12
4FGL J0833.0+3300	0.670511		0.0
4FGL J0833.4-0458	3.45	LSP	6.2373484E12
4FGL J0833.9+4223	0.249073	LSP	2.45470887E13
4FGL J0834.6+4402	-3333	LSP	6.3095733E13
4FGL J0835.0+6243	-3333	LSP	4.31519066E12
4FGL J0835.2-2243	1.064		0.0
4FGL J0835.7+0936	0.35	ISP	2.72270124E14
4FGL J0835.8+1517	0.16838	ISP	1.07151868E14
4FGL J0835.9-2120	-3333		0.0
4FGL J0836.0-8015	-3333		0.0
4FGL J0836.2+2141	-3333		0.0
4FGL J0836.5-2026	2.752	LSP	1.12201839E12
4FGL J0836.9+5833	0.611	LSP	4.0926064E13
4FGL J0837.3+1458	0.278	HSP	6.6069344E16
4FGL J0837.4+2454	1.125311	LSP	2.63026849E12
4FGL J0839.4+1803	-3333	LSP	5.1880005E13
4FGL J0839.7+3540	0.415	LSP	3.8018941E13
4FGL J0839.8+0105	1.123	LSP	3.23593647E12
4FGL J0840.8+1317	0.681	LSP	1.21618605E13
4FGL J0840.9-7044	-3333	LSP	3.84591803E12
4FGL J0841.3+7053	2.218	LSP	2.75422878E12
4FGL J0842.3-6053	-3333		0.0
4FGL J0842.5+0251	0.425	ISP	1.46217716E14
4FGL J0842.7+6656	0.121	HSP	1.75792367E15
4FGL J0843.0-0853	-3333		0.0
4FGL J0843.1+5034	0.439228	ISP	8.8308011E14
4FGL J0844.2+5312	0.435	LSP	8.7096358E13
4FGL J0845.4+0442	-3333	LSP	4.31519066E12
4FGL J0846.5-2609	-3333	LSP	6.3095733E12
4FGL J0846.9+4608	1.21648	LSP	1.01157941E13
4FGL J0847.0-2336	0.059		0.0
4FGL J0847.2+1134	0.198199	ISP	3.09029541E14
4FGL J0847.9-0702	-3333	LSP	2.08929607E13
4FGL J0848.0-0524	1.242	LSP	5.3088443E12
4FGL J0848.7+0508	-3333	HSP	9.2257143E16
4FGL J0848.7-6942	-3333		0.0
4FGL J0848.7+7017	-3333	LSP	4.216965E13
4FGL J0848.9+0205	-3333	LSP	4.216965E13
4FGL J0849.1+6607	-3333		0.0
4FGL J0849.5+0456	1.06959	ISP	2.45470887E14
4FGL J0850.0+4855	-3333	LSP	1.97696967E13
4FGL J0850.0+5108	0.583	LSP	2.29086761E13
4FGL J0850.1-1212	0.566	LSP	1.2764388E13
4FGL J0850.5+3455	0.145	HSP	3.01995176E15
4FGL J0851.5+5528	-3333	LSP	3.9810719E13
4FGL J0851.9+4845	-3333	LSP	4.7863043E12
4FGL J0852.2+2834	1.282	LSP	6.9183099E12
4FGL J0854.0+2753	0.494	ISP	1.31825674E14
4FGL J0854.3+4408	0.382159	ISP	6.9183098E14
4FGL J0854.8+2006	0.306	LSP	1.75388051E13
4FGL J0855.4-0714	-3333	ISP	5.8210323E14
4FGL J0855.9+7144	0.542	LSP	1.0964782E13
4FGL J0856.6-1105	-3333	LSP	2.1281391E13
4FGL J0856.8+2056	0.18	ISP	1.62181002E14
4FGL J0856.8+8559	-3333		0.0
4FGL J0857.7+0137	0.281	HSP	2.66072499E15
4FGL J0857.9-1949	0.659	LSP	1.44543979E13
4FGL J0858.1+1405	1.048		0.0
4FGL J0859.2+0047	0.569829	HSP	7.9432754E17
4FGL J0859.4+6218	-3333	ISP	6.9183098E14
4FGL J0859.4+8345	-3333	HSP	1.16144868E15
4FGL J0900.6-7408	-3333	LSP	2.08929607E13
4FGL J0900.7-1243	-3333	ISP	1.46217716E14
4FGL J0901.2+6742	-3333	LSP	7.3282455E12
4FGL J0901.4+4542	0.289	ISP	2.04173786E14
4FGL J0901.5+6711	-3333		0.0
4FGL J0902.4+6440	0.405	LSP	7.8523562E13
4FGL J0902.4+2051	2.055	ISP	2.23872117E14
4FGL J0903.1+4652	1.462	LSP	3.98107161E12
4FGL J0903.5+2847	0.52757	ISP	1.31825641E14
4FGL J0904.0+2724	1.723738	ISP	3.01995156E14
4FGL J0904.6+4238	1.34246	LSP	7.3282455E12
4FGL J0905.6+1358	-3333	HSP	1.09647817E15
4FGL J0906.2-1707	-3333	ISP	1.79887088E14
4FGL J0906.3-0905	-3333		0.0
4FGL J0906.7+4950	1.641	LSP	1.6595869E13
4FGL J0907.1+0856	0.445052		0.0
4FGL J0908.9+2311	1.1844	ISP	5.06990724E14
4FGL J0909.1+6647	-3333	HSP	4.3151931E15
4FGL J0909.1+0121	1.024	LSP	3.63078065E12
4FGL J0909.6+0159	-3333	LSP	1.77827941E13
4FGL J0909.7-0230	0.957	LSP	5.5590424E13
4FGL J0909.7+3104	0.272118		0.0
4FGL J0910.0+4257	0.67		0.0
4FGL J0910.6+3329	0.354	ISP	7.9432823E14
4FGL J0910.6+2247	2.661	LSP	7.0957778E12
4FGL J0910.8+3859	0.198696	LSP	7.0794575E13
4FGL J0911.7+3349	0.456101	HSP	2.81838304E15
4FGL J0912.2+4127	2.563	LSP	1.73780081E13
4FGL J0912.2-2751	-3333	LSP	3.27340707E12
4FGL J0912.2+2800	-3333	HSP	1.38038424E15
4FGL J0912.5+1556	0.212	HSP	1.77827945E16
4FGL J0912.9-2102	0.198017	HSP	7.1614341E16
4FGL J0913.3+8133	0.639		0.0
4FGL J0914.1-0202	-3333		0.0
4FGL J0914.4+0249	0.427		0.0
4FGL J0914.8+5846	-3333		0.0
4FGL J0915.4-3027	-3333	LSP	4.5185594E12
4FGL J0915.9+2933	0.19	HSP	4.41570446E15
4FGL J0916.7+3856	1.267541	LSP	4.36515845E12
4FGL J0916.7+5238	0.19	HSP	2.01836641E16
4FGL J0917.1-2131	0.847	LSP	4.8977884E12
4FGL J0917.3-0342	0.308	HSP	6.4565422E15
4FGL J0918.9-0625	-3333	LSP	3.63078065E12
4FGL J0919.3-2202	-3333	HSP	3.16227758E15
4FGL J0920.3-0443	-3333	LSP	3.63078065E12
4FGL J0920.9+4441	2.186448	LSP	2.91071721E12
4FGL J0920.9-2256	0.45	ISP	3.67282316E14
4FGL J0921.2-8211	-3333		0.0
4FGL J0921.6+6216	1.446	LSP	3.02691333E12
4FGL J0921.7+2336	1.0619	ISP	1.99526229E14
4FGL J0922.4-0528	0.974	LSP	2.29086761E13
4FGL J0922.6+4454	0.467	LSP	9.3325435E12
4FGL J0922.6+0434	1.325	LSP	3.34965443E13
4FGL J0922.6-2116	-3333	ISP	1.20226419E14
4FGL J0923.5+3852	-3333	LSP	3.54813398E12
4FGL J0923.5+4125	1.732	LSP	1.01157941E13
4FGL J0924.0+2816	0.7442	LSP	4.8528852E12
4FGL J0924.0+0534	0.57		0.0
4FGL J0925.7+5959	0.7	ISP	2.20800477E14
4FGL J0925.7+3126	0.26	LSP	4.7863011E13
4FGL J0926.4+5412	0.85	LSP	4.6773515E13
4FGL J0927.2+2454	0.397366	LSP	3.09029545E13
4FGL J0928.1-2035	0.348	LSP	1.01157941E13
4FGL J0928.2-3048	-3333	LSP	2.78612122E12
4FGL J0928.3+7444	0.638	HSP	4.1687017E16
4FGL J0928.4-0415	-3333	LSP	1.0964782E13
4FGL J0928.5+4048	-3333	ISP	6.3095734E14
4FGL J0928.7-3529	-3333	LSP	4.6773515E13
4FGL J0929.3+5014	-3333	LSP	2.2646444E13
4FGL J0929.3-2414	0.208		0.0
4FGL J0929.6+4621	-3333	LSP	4.216965E13
4FGL J0930.3+8612	-3333	LSP	1.90546077E13
4FGL J0930.5+4951	0.186742	HSP	1.99526228E17
4FGL J0930.5+5132	0.189		0.0
4FGL J0930.7+3502	-3333	LSP	6.5313057E12
4FGL J0930.9-1015	-3333	LSP	1.21618605E13
4FGL J0930.9+0033	1.771	LSP	5.0118724E12
4FGL J0931.2-8533	-3333	LSP	4.7863012E12
4FGL J0931.9+6737	0.022822		0.0
4FGL J0932.6+5306	0.59719	LSP	6.3095733E12
4FGL J0932.7+1041	0.361	ISP	1.79887088E14
4FGL J0934.3+3926	0.044399	LSP	1.12201847E13
4FGL J0934.5-1720	0.2499	ISP	6.3095734E14
4FGL J0935.3-1736	-3333	ISP	2.37137375E14
4FGL J0935.4-6911	-3333		0.0
4FGL J0936.3-2111	-3333		0.0
4FGL J0936.5+1847	0.831127	ISP	1.31825674E14
4FGL J0937.0-2044	-3333	LSP	9.1201093E12
4FGL J0937.1+5008	0.276	LSP	8.6099378E12
4FGL J0937.9-1434	0.287	ISP	5.8210323E14
4FGL J0939.3-1732	-3333	LSP	1.0964782E13
4FGL J0940.0-2828	-3333	LSP	3.27340707E12
4FGL J0940.4+6148	0.211	HSP	2.95120925E16
4FGL J0940.9-1335	0.551	LSP	9.3325435E12
4FGL J0941.7+4125	0.819	LSP	1.58489316E13
4FGL J0941.9+2724	-3333	LSP	2.75422873E13
4FGL J0942.3+2842	0.366	HSP	1.60324539E15
4FGL J0942.3-0800	-3333	LSP	1.92752491E13
4FGL J0942.7-2028	-3333	HSP	1.41253757E15
4FGL J0943.7+6137	0.791734		0.0
4FGL J0944.2+5557	-3333	ISP	1.73780081E14
4FGL J0945.2+5200	0.56298	LSP	1.31825674E13
4FGL J0945.5+4635	0.639	LSP	5.78762E12
4FGL J0945.7+5759	0.229004	LSP	9.6605089E13
4FGL J0946.0+4735	0.568867	ISP	1.58489326E14
4FGL J0946.2+0104	0.577	HSP	6.1659499E17
4FGL J0946.6+1016	1.007	LSP	3.6307804E13
4FGL J0947.1-2541	-3333		0.0
4FGL J0947.6+2215	0.415	LSP	7.5857754E13
4FGL J0947.9+1121	0.18683		0.0
4FGL J0948.6-0338	-3333	LSP	1.05925375E13
4FGL J0948.9+0022	0.585	LSP	5.1286141E12
4FGL J0949.0+4038	1.249964	LSP	2.18776168E12
4FGL J0949.2+1749	0.694321	LSP	5.3088443E12
4FGL J0949.7+5819	1.431	LSP	1.21618605E13
4FGL J0950.2-1623	-3333		0.0
4FGL J0950.2+0615	0.435	LSP	3.6307804E13
4FGL J0950.2+4553	0.3994	LSP	7.0794575E13
4FGL J0952.1+3932	0.7		0.0
4FGL J0952.2+7503	0.181	HSP	1.77827945E16
4FGL J0952.8+0712	0.435	ISP	1.94984452E14
4FGL J0953.0-0840	-3333	HSP	1.7782794E15
4FGL J0953.1-3005	-3333	LSP	4.31519302E12
4FGL J0953.4-7659	0.109	HSP	2.50322559E15
4FGL J0954.2+4913	0.380045	HSP	8.1283055E16
4FGL J0954.2-2520	-3333		0.0
4FGL J0955.1+3551	0.834	ISP	5.06990724E14
4FGL J0955.2+0835	-3333	ISP	1.07151935E14
4FGL J0956.0+3936	1.17301	LSP	1.20226442E13
4FGL J0956.5-0958	0.161	HSP	4.3651582E16
4FGL J0956.7+2516	0.708	LSP	4.5919801E12
4FGL J0957.3-1348	1.323	LSP	4.7863012E12
4FGL J0957.6+5523	0.896	LSP	1.51356126E13
4FGL J0957.8+3423	1.810252	LSP	1.39636832E13
4FGL J0958.0+4728	1.882	LSP	1.38038424E12
4FGL J0958.0-0319	0.6		0.0
4FGL J0958.0+3222	0.5306	LSP	3.84591777E12
4FGL J0958.1-6753	-3333	HSP	1.00000003E16
4FGL J0958.3-2656	-3333	ISP	1.12201843E14
4FGL J0958.4+5042	1.154	LSP	2.37137376E12
4FGL J0958.4-2441	-3333	LSP	2.78612117E13
4FGL J0958.7+6534	0.367	LSP	1.17489753E13
4FGL J0958.8+7039	-3333	HSP	5.623413E15
4FGL J0959.4+2120	0.365	ISP	6.6834389E14
4FGL J0959.6+4606	0.148		0.0
4FGL J1001.1+2911	0.558	LSP	9.3325435E12
4FGL J1002.3-1200	-3333	LSP	4.3651619E13
4FGL J1002.5+2215	0.55	HSP	3.42767784E15
4FGL J1002.7+1218	0.6038	LSP	1.31825643E13
4FGL J1002.8+2140	1.452	LSP	1.39636832E13
4FGL J1003.4+0205	2.075	ISP	5.7213696E14
4FGL J1003.6-2137	-3333		0.0
4FGL J1003.6+2605	0.9295	LSP	1.92752491E13
4FGL J1006.5+6440	0.56	ISP	3.34965439E14
4FGL J1006.7-2159	0.33	LSP	5.4954086E13
4FGL J1007.0+3455	0.612	ISP	1.73780081E14
4FGL J1007.6-3332	1.837	LSP	3.01995183E12
4FGL J1008.0+0620	0.65	LSP	2.08929607E13
4FGL J1008.0+0028	0.0979	ISP	1.31522485E14
4FGL J1008.1+4706	0.343		0.0
4FGL J1008.7-2909	-3333	LSP	4.5185594E12
4FGL J1008.8-3139	0.534	LSP	8.2224263E13
4FGL J1010.2+8251	0.322	LSP	2.45471075E13
4FGL J1010.2-3119	0.142639	HSP	3.8018939E16
4FGL J1010.8-0158	0.896	LSP	1.58489316E13
4FGL J1011.3-0427	1.588	LSP	5.7543995E12
4FGL J1011.6+3600	-3333	ISP	1.13501079E14
4FGL J1012.3-1232	-3333	LSP	3.6307804E13
4FGL J1012.3+0629	0.727	LSP	6.9183098E13
4FGL J1012.7+4228	0.365	ISP	3.98107162E14
4FGL J1012.7+2439	1.805	LSP	1.0964782E13
4FGL J1013.3-2551	-3333	LSP	2.57039584E12
4FGL J1013.4-4006	-3333		0.0
4FGL J1013.7+3444	0.208	LSP	8.7096358E12
4FGL J1014.3+4112	-3333	LSP	7.3282455E12
4FGL J1014.7+3210	0.315	LSP	1.64058974E13
4FGL J1014.8+2257	0.566	LSP	9.8855308E13
4FGL J1014.8-0537	-3333		0.0
4FGL J1015.0+4926	0.212	HSP	3.98107176E15
4FGL J1015.6+5553	0.677	LSP	9.4406091E13
4FGL J1016.0+0512	1.71272	LSP	2.75422878E12
4FGL J1016.4+7703	-3333		0.0
4FGL J1016.5-2650	-3333	ISP	1.58489326E14
4FGL J1017.2-1549	-3333		0.0
4FGL J1017.3+5204	0.379	ISP	8.9125095E14
4FGL J1017.4+2538	-3333	ISP	3.34965439E14
4FGL J1017.8+0715	-3333		0.0
4FGL J1018.1+1905	-3333	LSP	1.92752491E13
4FGL J1018.3-3124	0.794	LSP	4.7315126E12
4FGL J1018.4+3540	1.228	LSP	4.5185594E12
4FGL J1018.4+0528	1.945255	LSP	3.84591777E12
4FGL J1018.6+3126	0.16138	HSP	6.4863482E15
4FGL J1018.8+5913	-3333	ISP	6.3095734E14
4FGL J1018.9+1043	0.659974		0.0
4FGL J1019.7+6321	-3333	LSP	1.77827941E13
4FGL J1019.7+0511	-3333	LSP	5.0699069E13
4FGL J1020.7-3920	-3333		0.0
4FGL J1021.1+1626	0.556	HSP	9.4406087E15
4FGL J1021.4+8021	-3333	LSP	1.39636832E13
4FGL J1021.9+5123	0.142	ISP	1.18850226E14
4FGL J1022.4-4231	-3333	LSP	6.4565421E13
4FGL J1022.7-0112	0.36	HSP	4.8977883E16
4FGL J1023.1+3949	1.3328	LSP	5.2480746E12
4FGL J1023.2+2859	0.667572	LSP	1.31825674E13
4FGL J1023.8+3002	0.433	HSP	3.16227758E15
4FGL J1023.8-4335	0.32	HSP	1.07151929E16
4FGL J1023.9-3236	1.568	LSP	4.16869384E12
4FGL J1024.8+2332	0.164653	LSP	4.466836E13
4FGL J1026.9+0608	0.449		0.0
4FGL J1026.9-1749	0.266888	HSP	4.41570446E15
4FGL J1027.0-8542	-3333	HSP	1.31219988E15
4FGL J1027.2+7427	0.879	LSP	9.5499258E12
4FGL J1027.6+6317	0.582	HSP	3.89045144E15
4FGL J1027.6+1828	0.435	LSP	9.9999998E12
4FGL J1027.6+8251	-3333		0.0
4FGL J1027.9+0252	0.715	LSP	5.7543995E12
4FGL J1028.3+3108	0.2403	ISP	1.4454397E14
4FGL J1028.4-0234	0.476	LSP	1.01157941E13
4FGL J1030.2-8403	-3333		0.0
4FGL J1030.4-3001	-3333	LSP	7.7179153E13
4FGL J1030.6-2028	-3333	HSP	2.51188639E15
4FGL J1031.1+7442	0.123	ISP	1.62181002E14
4FGL J1031.3+5053	0.360403	HSP	5.9566214E16
4FGL J1031.6+6019	1.231173	LSP	3.89045158E12
4FGL J1031.8-2609	-3333	HSP	1.77827945E16
4FGL J1032.6+3737	0.528	ISP	1.18850226E14
4FGL J1032.7+6624	-3333	LSP	5.2480746E13
4FGL J1033.1+4115	1.117	LSP	4.9888446E12
4FGL J1033.5+4221	0.211	HSP	2.81838304E15
4FGL J1033.7+3708	0.447	ISP	1.18850226E14
4FGL J1033.9+6050	1.401	LSP	1.07646519E13
4FGL J1034.0-2547	-3333		0.0
4FGL J1035.1-0608	-3333		0.0
4FGL J1035.3-2050	-3333		0.0
4FGL J1035.3+5541	-3333	LSP	1.44543979E13
4FGL J1035.6+4409	0.4438	LSP	5.2480746E13
4FGL J1035.9-3108	-3333	LSP	5.7544026E12
4FGL J1036.2+2202	0.595133	LSP	4.16869384E12
4FGL J1036.5+1231	-3333	ISP	1.31825674E14
