4FGL_name	redshift	SED type	nu_sync
4FGL J1331.6+1711	-3333	LSP	2.88403153E13
4FGL J1331.7-0343	1.352	LSP	4.4668357E12
4FGL J1331.7-0647	0.126187	ISP	1.4454397E14
4FGL J1332.0-0509	2.15	LSP	4.8528852E12
4FGL J1332.2+4722	0.6687	LSP	4.4668357E12
4FGL J1332.6-1256	1.492	LSP	1.86208708E12
4FGL J1333.2+2725	0.731	LSP	2.08929607E12
4FGL J1333.7+5056	1.362	LSP	3.6307804E13
4FGL J1334.1-3521	-3333	HSP	1.41253757E15
4FGL J1334.5+5634	0.342578	ISP	2.75422864E14
4FGL J1335.3-2949	0.25		0.0
4FGL J1336.2+2107	0.547387		0.0
4FGL J1336.2+2320	0.267	HSP	1.04712853E15
4FGL J1336.2+2053	-3333	LSP	1.77827941E13
4FGL J1337.4+5502	1.099576	LSP	8.4722744E12
4FGL J1337.5-7802	-3333		0.0
4FGL J1337.6-1257	0.539	LSP	3.01995183E12
4FGL J1337.9-1956	-3333	LSP	3.9810719E13
4FGL J1338.0+6534	0.946	LSP	7.0713119E12
4FGL J1338.9+1153	-3333	ISP	3.98107162E14
4FGL J1339.0-2400	0.657	LSP	3.42767792E13
4FGL J1339.1-2620	1.51	LSP	4.7863012E12
4FGL J1339.9-0138	1.62	LSP	5.1286141E12
4FGL J1340.0-1501	-3333		0.0
4FGL J1340.1+3857	-3333		0.0
4FGL J1340.4+6926	-3333	LSP	3.16227768E12
4FGL J1340.5+4409	0.546	HSP	1.21618602E16
4FGL J1340.8-0409	0.223	HSP	2.0892961E15
4FGL J1341.1+7433	-3333	LSP	1.0964782E13
4FGL J1341.2+3958	0.172	HSP	2.67608555E17
4FGL J1341.6+5515	0.207	ISP	2.45470887E14
4FGL J1341.7-3907	-3333		0.0
4FGL J1341.8-2053	1.582	LSP	3.16227768E12
4FGL J1342.6+0944	0.28279		0.0
4FGL J1342.7+0505	0.13648		0.0
4FGL J1343.6+5755	0.933	ISP	6.823387E14
4FGL J1344.0+6605	1.351	LSP	1.94984464E12
4FGL J1344.1-7700	-3333		0.0
4FGL J1344.2-1723	2.49	LSP	8.6099378E12
4FGL J1344.4-3656	-3333	ISP	1.31825674E14
4FGL J1345.5+4453	2.534	LSP	2.37137376E12
4FGL J1345.6-3356	-3333	ISP	1.46217716E14
4FGL J1345.8+0706	1.0933	LSP	7.9432825E12
4FGL J1346.3+7227	-3333	LSP	1.18850176E13
4FGL J1347.1-2959	-3333	ISP	1.99526229E14
4FGL J1347.4+7309	-3333	HSP	5.6885296E15
4FGL J1347.6-3751	1.3	LSP	3.338105E13
4FGL J1348.9+0756	0.25	HSP	5.128614E15
4FGL J1349.5-1131	0.34	ISP	1.0E14
4FGL J1350.8+3033	0.711515	LSP	6.2373484E12
4FGL J1351.0+0029	2.084	LSP	9.1201082E12
4FGL J1351.3+1115	-3333	HSP	7.3282455E15
4FGL J1351.4-1529	0.285	ISP	5.19995985E14
4FGL J1351.7-2912	1.034	LSP	1.39636832E13
4FGL J1351.7+5542	-3333		0.0
4FGL J1351.9+2847	0.267797		0.0
4FGL J1352.7-2742	-3333	LSP	3.01995183E12
4FGL J1353.0-4413	-3333	LSP	2.2646444E13
4FGL J1353.2+3740	0.216	HSP	2.66072499E15
4FGL J1353.3+1434	0.405	LSP	3.09029545E13
4FGL J1353.4+5600	0.404	ISP	4.67735125E14
4FGL J1353.7-3936	-3333	HSP	7.9432822E15
4FGL J1354.2+6934	-3333	LSP	3.6307804E13
4FGL J1354.3-0206	3.716	LSP	7.9432824E11
4FGL J1354.4+3707	0.383965		0.0
4FGL J1354.7+0623	0.276	ISP	2.51188646E14
4FGL J1354.8-1041	0.33	LSP	4.8977884E12
4FGL J1356.2-2454	-3333		0.0
4FGL J1356.2-1726	0.074745	LSP	3.6307804E13
4FGL J1357.1+1921	0.72		0.0
4FGL J1357.5+0127	0.2187	ISP	5.06990724E14
4FGL J1358.1+7642	1.585	LSP	1.94984464E12
4FGL J1358.9-0703	-3333	LSP	2.51188646E13
4FGL J1359.1+5544	1.014	LSP	1.18850218E13
4FGL J1359.1-1152	-3333	ISP	3.23593641E14
4FGL J1359.4+0202	1.325654	LSP	4.7863012E12
4FGL J1359.7+4012	0.407	LSP	1.31825674E13
4FGL J1359.8-3746	0.334	ISP	1.31825674E14
4FGL J1400.2-4010	0.203	HSP	5.0118725E15
4FGL J1401.1-3717	-3333		0.0
4FGL J1401.2-0915	0.667	LSP	1.64058974E13
4FGL J1402.5-1827	-3333		0.0
4FGL J1402.6+1600	0.2442	ISP	2.81838304E14
4FGL J1402.6-3330	2.14		0.0
4FGL J1403.4+4319	0.493249	ISP	1.64058976E14
4FGL J1404.8+6554	0.363	LSP	8.5113805E12
4FGL J1404.8+0402	0.344	HSP	7.3282455E15
4FGL J1405.3-0640	-3333	LSP	8.3176379E13
4FGL J1406.1-2508	-3333	ISP	9.1201087E14
4FGL J1406.4-1654	-3333	ISP	1.58489326E14
4FGL J1406.5-0054	0.25526	HSP	1.56674995E16
4FGL J1406.6-3934	0.37	ISP	1.56675105E14
4FGL J1406.9+1643	0.54	HSP	1.20920518E17
4FGL J1407.5-2706	-3333	LSP	1.6595869E13
4FGL J1407.6-4301	-3333	LSP	5.7543995E12
4FGL J1408.7+3617	-3333	LSP	3.589222E13
4FGL J1408.9-0751	1.493	LSP	5.2480746E12
4FGL J1409.7+5940	0.496089	ISP	5.821037E14
4FGL J1410.1+0202	-3333	LSP	1.58489316E13
4FGL J1410.3+1438	0.14425		0.0
4FGL J1410.3+6058	0.384	HSP	1.07151929E16
4FGL J1410.4+2820	0.522091	HSP	4.09732122E15
4FGL J1410.5+6215	-3333	LSP	2.57039584E12
4FGL J1411.5-0723	-3333	ISP	2.75422864E14
4FGL J1411.8+5249	0.07649	HSP	1.56675105E15
4FGL J1412.0+3836	0.64552	ISP	1.73780081E14
4FGL J1412.1+7427	0.46	ISP	1.99526229E14
4FGL J1412.2+2132	-3333	LSP	1.49623627E13
4FGL J1412.9+5018	1.529		0.0
4FGL J1415.5+4830	0.496167	LSP	6.9984198E13
4FGL J1415.9-1002	2.001	LSP	7.8523562E13
4FGL J1416.1+1320	0.247	LSP	6.5313057E12
4FGL J1416.1-2417	0.136	HSP	1.99526236E15
4FGL J1417.9+4613	1.554	LSP	6.3095733E12
4FGL J1417.9+2543	0.237	HSP	1.14815359E17
4FGL J1418.4-0233	0.356	HSP	5.5975761E15
4FGL J1418.4+3543	0.8193		0.0
4FGL J1418.7-3504	1.544	LSP	3.38844162E12
4FGL J1418.9+7731	0.27	HSP	1.77827945E16
4FGL J1419.3+0444	0.143	ISP	7.2443596E14
4FGL J1419.4-0838	0.903	LSP	1.20226442E13
4FGL J1419.5+3821	1.831	LSP	3.16227768E12
4FGL J1419.8+5423	0.153	LSP	4.7863011E13
4FGL J1420.3+0612	-3333	ISP	5.8210323E14
4FGL J1420.9-7920	-3333	LSP	4.8977884E12
4FGL J1421.1-4614	0.005515		0.0
4FGL J1421.1-1120	-3333		0.0
4FGL J1421.1+3859	0.489		0.0
4FGL J1421.6-4819	-3333		0.0
4FGL J1422.5+3223	0.681889	LSP	3.16227768E13
4FGL J1422.6+5801	0.635	HSP	3.01995162E17
4FGL J1422.6+8150	-3333		0.0
4FGL J1423.1+3738	-3333	ISP	2.91071712E14
4FGL J1423.5+4524	-3333	LSP	1.39636832E13
4FGL J1423.5-7829	0.788	LSP	5.8884363E12
4FGL J1424.1-1750	0.082244	HSP	3.01995176E15
4FGL J1424.1+2917	0.335		0.0
4FGL J1424.2+0433	0.6654	LSP	5.2480746E13
4FGL J1424.5+3433	0.576178		0.0
4FGL J1424.5+3705	0.289567	ISP	1.31825641E14
4FGL J1424.6+1447	-3333		0.0
4FGL J1425.0+3615	-3333	ISP	2.64240884E14
4FGL J1425.4-0119	-3333	ISP	1.58489326E14
4FGL J1425.8+1423	0.78	LSP	7.9432753E13
4FGL J1426.1+3403	-3333	ISP	2.23872117E14
4FGL J1426.4+3625	1.091	LSP	5.7543995E12
4FGL J1427.0+2348	0.6035	HSP	1.96336028E15
4FGL J1427.4-1823	-3333	ISP	2.75422864E14
4FGL J1427.6-3305	-3333	LSP	5.8613815E12
4FGL J1427.7-3215	-3333	ISP	2.75422864E14
4FGL J1427.9-4206	1.522	LSP	1.39636832E13
4FGL J1428.1+1629	-3333		0.0
4FGL J1428.3+5635	2.129	LSP	5.3088443E12
4FGL J1428.5+4240	0.129	HSP	1.023293E18
4FGL J1428.7-1017	-3333		0.0
4FGL J1428.8+7429	-3333		0.0
4FGL J1428.9+5406	3.013	LSP	2.39883282E12
4FGL J1429.8-3058	-3333		0.0
4FGL J1430.5+3647	0.567	LSP	1.01157972E13
4FGL J1431.0-4458	-3333	LSP	2.51188415E13
4FGL J1431.1-3120	-3333	LSP	5.2480746E13
4FGL J1432.2+5051	-3333	ISP	1.33352141E14
4FGL J1432.8+7648	-3333		0.0
4FGL J1433.0-1801	2.331	LSP	1.05925371E12
4FGL J1433.7-7304	-3333	ISP	2.72270124E14
4FGL J1434.2+4204	1.24	LSP	1.73780081E13
4FGL J1434.7+1950	1.382	LSP	4.4668357E12
4FGL J1434.8+6640	-3333	ISP	4.36515847E14
4FGL J1435.3+7120	-3333	ISP	1.65958694E14
4FGL J1435.5+2021	0.748	LSP	5.1880005E13
4FGL J1435.7+6148	-3333		0.0
4FGL J1435.9-8348	-3333		0.0
4FGL J1436.9+2321	1.547438	LSP	9.885531E12
4FGL J1436.9+5638	0.15		0.0
4FGL J1437.3-3239	-3333	LSP	2.08929463E12
4FGL J1438.0-3128	1.287		0.0
4FGL J1438.1-2201	1.187	LSP	2.75422616E12
4FGL J1438.5-4207	-3333		0.0
4FGL J1438.6+1205	0.848	HSP	1.07151929E16
4FGL J1438.9+3710	2.401	LSP	4.24130983E12
4FGL J1439.3+3932	0.344	HSP	7.2443595E15
4FGL J1439.5-2525	0.16		0.0
4FGL J1439.7+4958	-3333	LSP	1.03514217E13
4FGL J1439.9-3953	0.3	HSP	4.46683605E15
4FGL J1440.0-2343	-3333		0.0
4FGL J1440.0-1530	-3333	LSP	1.49623564E13
4FGL J1440.6-3846	0.35	HSP	6.6069344E16
4FGL J1440.9+0609	0.435	ISP	9.6605089E14
4FGL J1441.6-1522	2.638	LSP	7.9432825E12
4FGL J1441.7+1836	-3333	ISP	1.69824366E14
4FGL J1442.0+4348	0.6725	ISP	1.99526229E14
4FGL J1442.2+0622	0.698	ISP	2.51188646E14
4FGL J1442.6-4623	0.102552	HSP	3.54813395E15
4FGL J1442.7+1200	0.163	HSP	8.035261E16
4FGL J1443.1+5201	0.141186	LSP	2.29086761E13
4FGL J1443.1+4728	0.705472	LSP	3.27340702E13
4FGL J1443.6+2515	0.529022	ISP	4.57088203E14
4FGL J1443.7-0954	-3333	LSP	5.6234135E12
4FGL J1443.9-3908	0.0654	HSP	4.46683605E15
4FGL J1443.9+2501	0.939	LSP	1.90546077E13
4FGL J1445.0-0326	0.31	HSP	1.07151929E16
4FGL J1445.2-1954	-3333	ISP	2.88403162E14
4FGL J1445.9-1626	-3333	LSP	6.7608296E12
4FGL J1446.0-3039	-3333	LSP	6.9183099E12
4FGL J1446.3+3111	-3333	LSP	2.22330985E12
4FGL J1446.7+1719	1.024	LSP	1.94984464E12
4FGL J1446.8-1830	-3333	HSP	5.0118725E15
4FGL J1447.0-2657	-3333		0.0
4FGL J1448.0+3608	-3333	HSP	2.34422885E15
4FGL J1449.5+2746	0.030588	ISP	1.98838279E14
4FGL J1449.6-2137	0.938	LSP	5.6234135E12
4FGL J1449.7-0910	-3333		0.0
4FGL J1450.4+0910	2.611	LSP	6.5313057E12
4FGL J1450.8+5201	2.471	LSP	2.45470887E13
4FGL J1451.4+6355	0.65	LSP	2.73841956E13
4FGL J1451.5+1415	0.529		0.0
4FGL J1451.8-3851	-3333		0.0
4FGL J1453.0-1318	-3333		0.0
4FGL J1453.5+3505	0.721	LSP	1.20226442E13
4FGL J1454.0+4927	2.085		0.0
4FGL J1454.1+1622	1.2763	LSP	7.2443594E12
4FGL J1454.1+2647	-3333	LSP	8.3176378E12
4FGL J1454.4-3744	0.314	LSP	2.45470887E13
4FGL J1454.4+5124	-3333	ISP	4.62381012E14
4FGL J1454.7+5237	-3333	LSP	3.38844147E13
4FGL J1454.8-2456	1.216	LSP	1.99526313E13
4FGL J1455.0+0247	-3333	LSP	4.3651581E13
4FGL J1455.4-3654	0.094659		0.0
4FGL J1455.8-7601	-3333	HSP	7.0794579E15
4FGL J1456.0+5051	0.49	LSP	2.57039584E12
4FGL J1457.3-4246	-3333	LSP	8.6099378E12
4FGL J1457.4-3539	1.424	LSP	1.00925293E13
4FGL J1457.8-4642	0.1		0.0
4FGL J1458.6+3722	0.333	LSP	8.1752301E12
4FGL J1459.0+7140	0.91	ISP	3.83265735E14
4FGL J1459.0+6129	-3333	LSP	6.4565421E13
4FGL J1459.5+1527	0.3711	LSP	3.31131115E13
4FGL J1500.7+4752	1.059	LSP	6.9183099E12
4FGL J1500.9+5528	-3333	ISP	1.1091748E14
4FGL J1501.0+2238	0.235	ISP	6.6069348E14
4FGL J1502.5+5552	0.065419	LSP	8.9125093E13
4FGL J1503.3+1651	1.57		0.0
4FGL J1503.5+4759	0.3445	LSP	1.30316679E13
4FGL J1503.7-1540	0.38	HSP	3.5481339E16
4FGL J1503.9-4247	-3333	LSP	1.34896293E13
4FGL J1504.4+1029	1.839	LSP	5.0003454E12
4FGL J1504.9+2027	-3333	ISP	3.80189398E14
4FGL J1505.0-3433	-3333	LSP	4.16869384E12
4FGL J1505.0+0326	0.409	LSP	2.11348908E12
4FGL J1505.5-8241	-3333	HSP	2.01836641E16
4FGL J1506.1+3731	0.673	LSP	3.84591777E12
4FGL J1506.4-0540	0.518		0.0
4FGL J1506.4+4331	0.47	ISP	1.90546073E14
4FGL J1506.6+0813	0.376	ISP	5.6234131E14
4FGL J1507.2-1651	0.876	LSP	4.21696504E12
4FGL J1507.2+1721	0.56528	ISP	3.98107162E14
4FGL J1507.3-3710	-3333	ISP	3.44746623E14
4FGL J1507.3+3341	-3333	LSP	9.6605089E13
4FGL J1508.4+7717	-3333	ISP	1.92752495E14
4FGL J1508.8+2708	0.27	HSP	1.56675103E16
4FGL J1509.6-4334	0.776	LSP	1.92752491E13
4FGL J1509.7+5556	1.68	ISP	1.41253757E14
4FGL J1509.8-2906	-3333		0.0
4FGL J1510.1+5702	4.313		0.0
4FGL J1510.4-3017	-3333	LSP	8.3176393E12
4FGL J1510.8+7959	-3333	LSP	2.08929607E13
4FGL J1510.8-0542	1.191	LSP	7.1285306E12
4FGL J1511.8-0513	-3333	HSP	2.23872112E17
4FGL J1512.1-2255	0.3152		0.0
4FGL J1512.2+4704	0.001258	LSP	1.22320711E13
4FGL J1512.2+0202	0.219915	LSP	2.83465367E13
4FGL J1512.8-0906	0.36	LSP	1.0964782E13
4FGL J1513.2-7131	-3333		0.0
4FGL J1513.4-3721	-3333	ISP	4.46683578E14
4FGL J1513.4-0753	-3333	HSP	9.4406087E15
4FGL J1513.4-3231	1.153	LSP	1.0964782E13
4FGL J1514.4-7719	-3333		0.0
4FGL J1514.6-2044	-3333	ISP	2.75422864E14
4FGL J1514.7-3617	-3333	LSP	2.30144187E12
4FGL J1514.8-0949	-3333	LSP	4.6451529E12
4FGL J1516.0+2424	0.228	HSP	3.56861558E15
4FGL J1516.1+4351	-3333	ISP	1.4454397E14
4FGL J1516.4-1523	-3333	HSP	3.58922171E17
4FGL J1516.5+0015	0.052489	LSP	2.0417379E13
4FGL J1516.8+2918	0.13		0.0
4FGL J1516.8+3651	-3333	LSP	3.12607936E13
4FGL J1516.9+1934	-3333	LSP	9.1201082E12
4FGL J1517.0+2639	0.385	LSP	9.6605089E13
4FGL J1517.3+6630	-3333	LSP	1.49623564E13
4FGL J1517.7-2422	0.048	LSP	9.057326E13
4FGL J1517.7+6525	0.702	HSP	4.3151906E16
4FGL J1518.0-2731	-3333	HSP	1.18850228E15
4FGL J1518.4+0750	0.41	HSP	4.26579507E15
4FGL J1518.6+0614	0.102341	HSP	3.16227756E17
4FGL J1518.6+4044	0.065228	HSP	5.0118725E15
4FGL J1520.0-0905	-3333	LSP	8.9125093E13
4FGL J1520.4+5546	-3333	LSP	7.8523562E13
4FGL J1520.5+4209	0.484		0.0
4FGL J1520.8-0348	-3333	HSP	1.60324539E15
4FGL J1521.1+0421	0.052316	LSP	5.5590424E13
4FGL J1521.8+4338	2.1677	LSP	1.24451462E12
4FGL J1522.1+3144	1.489	LSP	2.91071721E12
4FGL J1522.6-2730	1.297	LSP	5.3088443E12
4FGL J1523.2-3941	-3333		0.0
4FGL J1523.2+0533	0.175931	LSP	3.75837399E12
4FGL J1523.2+2818	-3333	LSP	1.58489253E13
4FGL J1525.7-4334	-3333		0.0
4FGL J1526.1-0831	-3333		0.0
4FGL J1526.7-1529	0.43	HSP	3.01995176E15
4FGL J1527.3+3117	1.392		0.0
4FGL J1528.2-2905	-3333		0.0
4FGL J1528.5-2240	-3333	LSP	1.51356126E13
4FGL J1529.2+3812	1.06225	HSP	6.2373485E15
4FGL J1529.7+6733	-3333		0.0
4FGL J1530.3+2709	-3333	LSP	3.80189331E12
4FGL J1530.5-3026	-3333	ISP	1.99526229E14
4FGL J1530.9+5736	1.1	ISP	1.99526229E14
4FGL J1531.7+4710	0.316	ISP	5.18800038E14
4FGL J1532.0+3016	0.065	ISP	1.8620871E14
4FGL J1532.7+2342	-3333	LSP	2.29086593E13
4FGL J1532.7-1319	-3333	LSP	4.16869384E12
4FGL J1533.2+1855	0.307	ISP	3.31131107E14
4FGL J1533.2+3416	0.8105	HSP	2.95120925E16
4FGL J1534.8+3716	0.143	ISP	1.58489326E14
4FGL J1534.8+0131	1.428	LSP	3.01995183E12
4FGL J1535.0+5320	0.89	HSP	8.7096362E16
4FGL J1535.3-3135	-3333		0.0
4FGL J1535.4+3919	0.257	ISP	1.4454397E14
4FGL J1536.8-3155	-3333	LSP	7.3282455E12
4FGL J1536.9-3731	-3333	LSP	9.1201089E13
4FGL J1537.7-7957	-3333		0.0
4FGL J1537.9-1344	-3333		0.0
4FGL J1539.6+2743	2.196	LSP	2.71019168E13
4FGL J1539.7-1127	-3333	ISP	9.4406086E14
4FGL J1539.9+4220	-3333	LSP	2.39883298E13
4FGL J1540.1+4142	0.12	HSP	1.12201893E15
4FGL J1540.1+8155	-3333	HSP	9.4406087E15
4FGL J1540.4+6606	-3333		0.0
4FGL J1540.7+1449	0.605	LSP	2.11348902E13
4FGL J1541.7+1413	0.223	LSP	8.4722744E12
4FGL J1541.9-2915	-3333	HSP	1.77827945E16
4FGL J1542.3+1801	1.65942		0.0
4FGL J1543.0+6130	0.117	ISP	3.54813389E14
4FGL J1543.3+1026	-3333	LSP	5.7544026E12
4FGL J1543.6+0452	0.039961	ISP	3.01995156E14
4FGL J1544.3-0649	-3333		0.0
4FGL J1544.7+5017	-3333	LSP	3.01994858E13
4FGL J1545.8-2336	0.1204		0.0
4FGL J1546.0+0819	0.35	HSP	5.6885296E15
4FGL J1546.1-1003	-3333	HSP	2.51188639E15
4FGL J1546.4-2903	-3333		0.0
4FGL J1546.5+1816	1.005	LSP	2.88403153E13
4FGL J1547.3-1531	-3333	HSP	2.51188639E15
4FGL J1547.3-2802	0.57	HSP	4.41570446E15
4FGL J1548.3+6615	-3333		0.0
4FGL J1548.3+1456	0.23	ISP	1.77827937E14
4FGL J1548.8-2250	0.192	HSP	1.82810022E16
4FGL J1549.0+4821	1.817387	ISP	2.72270392E14
4FGL J1549.0+7846	-3333	LSP	5.2480746E13
4FGL J1549.3+6310	0.269	LSP	4.8696754E13
4FGL J1549.3+4234	0.405	HSP	5.623413E15
4FGL J1549.4+7409	-3333	ISP	2.08929607E14
4FGL J1549.5+0236	0.414	LSP	1.0964782E13
4FGL J1549.6+1710	2.625	LSP	2.75422873E13
4FGL J1549.8-3044	-3333	HSP	1.25892546E16
4FGL J1549.8-0659	-3333	HSP	2.5118865E16
4FGL J1550.7+7006	-3333		0.0
4FGL J1550.7+0528	1.422	LSP	3.02691333E12
4FGL J1550.8-0822	-3333	HSP	4.12097522E15
4FGL J1550.8-1750	1.32	LSP	2.66072516E12
4FGL J1552.0+0850	1.015	LSP	3.42767792E13
4FGL J1553.3+0600	0.619	LSP	8.7096358E13
4FGL J1553.5-6910	-3333		0.0
4FGL J1553.5-3118	-3333	HSP	2.2387211E15
4FGL J1553.6+1257	1.29	LSP	2.95120929E12
4FGL J1553.6-2422	0.332		0.0
4FGL J1554.0-0243	-3333	LSP	5.8884426E12
4FGL J1554.4-1215	-3333	HSP	4.7043539E15
4FGL J1554.9+2143	0.387593	ISP	1.34896291E14
4FGL J1555.7+1111	0.36	HSP	3.89045144E15
4FGL J1556.6+1417	-3333	LSP	6.3095762E13
4FGL J1557.5-7040	-3333	LSP	1.77827941E13
4FGL J1557.9-0001	1.77	LSP	1.71790841E12
4FGL J1557.9-1404	0.097		0.0
4FGL J1558.1+6239	-3333	LSP	8.9125051E13
4FGL J1558.8+5625	0.3	LSP	4.487454E13
4FGL J1559.1+6736	-3333	ISP	1.77827937E14
4FGL J1559.8-0425	-3333	LSP	7.2443536E12
4FGL J1559.8-2525	-3333		0.0
4FGL J1559.9+2319	1.034		0.0
4FGL J1600.0+8510	-3333	HSP	6.9183097E15
4FGL J1602.0-0641	-3333	ISP	1.58489326E14
4FGL J1602.1+3324	1.1	LSP	9.0157115E11
4FGL J1602.2+3051	0.47	ISP	2.26464432E14
4FGL J1602.9-1928	-3333		0.0
4FGL J1603.5-7112	-3333		0.0
4FGL J1603.8+1104	0.143	LSP	1.47910841E13
4FGL J1603.8+5009	0.621	ISP	2.66072503E14
4FGL J1604.6+5714	0.72	LSP	5.7543995E12
4FGL J1604.7+1734	-3333	LSP	8.7096358E13
4FGL J1604.9-3414	-3333		0.0
4FGL J1605.1-1140	-3333	LSP	3.31131126E12
4FGL J1605.5+5423	0.212		0.0
4FGL J1605.8+7208	-3333		0.0
4FGL J1606.2+1346	0.29	HSP	6.3095732E15
4FGL J1606.3+5629	0.45		0.0
4FGL J1606.5+2717	0.934		0.0
4FGL J1606.6+1324	-3333	LSP	2.08929607E13
4FGL J1606.8-0351	-3333	LSP	9.3325487E12
4FGL J1606.9+5919	0.132	ISP	9.6605089E14
4FGL J1607.0+1550	0.496	LSP	9.3325435E12
4FGL J1608.0+4949	-3333	LSP	4.5185594E12
4FGL J1608.0-1625	-3333	LSP	7.5857778E12
4FGL J1608.0-2038	-3333	LSP	6.9984198E13
4FGL J1608.3+4012	0.628143	LSP	5.2480746E12
4FGL J1608.7+1029	1.226	LSP	9.6605087E12
4FGL J1610.6+2414	1.449	LSP	3.54813398E12
4FGL J1610.7-6648	-3333	HSP	5.0118725E15
4FGL J1611.3-0930	-3333		0.0
4FGL J1612.2+2828	0.053222	LSP	8.4139516E12
4FGL J1612.4-3100	-3333	LSP	6.4565421E13
4FGL J1612.4-0554	-3333		0.0
4FGL J1613.3-1907	-3333	HSP	6.2373485E15
4FGL J1613.6+3411	1.399	LSP	1.81970089E12
4FGL J1614.8-0850	-3333	HSP	1.0964782E16
4FGL J1615.6+2130	1.628565	LSP	1.18850218E13
4FGL J1615.6+4712	0.19863	ISP	1.31825674E14
4FGL J1616.6+4630	0.95206	LSP	4.5185594E12
4FGL J1616.7+3327	-3333	ISP	2.34422889E14
4FGL J1616.7+4107	0.267	LSP	2.51188646E13
4FGL J1617.2-2535	-3333	LSP	3.01995183E12
4FGL J1617.3-1513	-3333	ISP	1.77827937E14
4FGL J1617.9-7718	1.71	LSP	4.16869384E12
4FGL J1618.0+5139	2.55602	LSP	3.6307804E13
4FGL J1618.8+0620	-3333	ISP	1.46217716E14
4FGL J1619.0+7536	-3333		0.0
4FGL J1619.0-8346	0.066		0.0
4FGL J1619.6+5536	-3333		0.0
4FGL J1621.3-0030	0.413542	HSP	5.6885306E15
4FGL J1621.7-1103	-3333		0.0
4FGL J1623.4+0858	0.533	HSP	1.12201844E16
4FGL J1623.6+5743	0.789		0.0
4FGL J1624.6+5651	-3333	LSP	3.31131115E13
4FGL J1625.7-2527	0.786	LSP	4.16869384E12
4FGL J1625.7+4134	2.55	LSP	1.34896288E12
4FGL J1626.0-2950	0.815	LSP	3.89045158E12
4FGL J1626.3+3514	0.49738	HSP	5.4954085E15
4FGL J1626.4+1820	-3333	LSP	3.6307804E13
4FGL J1626.6-7639	0.105	ISP	6.0255962E14
4FGL J1626.8+4337	1.048		0.0
4FGL J1627.3+3148	-3333	HSP	5.2722984E15
4FGL J1627.3+4758	2.325736	LSP	2.66072516E12
4FGL J1627.4-3301	-3333		0.0
4FGL J1627.7+0251	-3333	LSP	6.4565421E13
4FGL J1628.3-3343	-3333		0.0
4FGL J1628.6+7706	0.4	LSP	5.2480746E13
4FGL J1630.6+8234	0.024	LSP	5.7213695E11
4FGL J1630.7+5221	1.545		0.0
4FGL J1631.2+4926	0.52	LSP	1.49623564E13
4FGL J1631.2+1046	-3333	LSP	1.51356126E13
4FGL J1632.2+0854	-3333	LSP	4.7863011E13
4FGL J1632.4+5800	-3333	HSP	2.72270137E15
4FGL J1632.8-1048	-3333	LSP	2.08929607E13
4FGL J1633.5+2806	-3333	LSP	4.7863043E12
4FGL J1633.8+0701	-3333	ISP	1.71001539E14
4FGL J1634.9+1222	-3333	LSP	2.78612122E12
4FGL J1635.2+3808	1.814	LSP	2.95120929E12
4FGL J1635.3+0911	-3333		0.0
4FGL J1635.6+3500	0.405		0.0
4FGL J1635.6+3628	3.647763	LSP	1.92752491E13
4FGL J1636.3+7128	-3333	HSP	1.38038424E15
4FGL J1636.5-0454	-3333		0.0
4FGL J1636.7+2627	-3333		0.0
4FGL J1637.1+1316	0.559	ISP	3.98107162E14
4FGL J1637.2+4327	0.344	HSP	1.09647817E15
4FGL J1637.6+4548	0.192	HSP	1.09647817E15
4FGL J1637.7+4717	0.735	LSP	4.8977884E12
4FGL J1637.7+7326	-3333		0.0
4FGL J1638.0+0042	-3333	HSP	1.28824954E15
4FGL J1638.1+5721	0.751	LSP	6.3095733E12
4FGL J1639.2+4129	0.69056	LSP	6.7608296E12
4FGL J1640.2+0629	-3333	HSP	1.44543984E15
4FGL J1640.3+6850	-3333	HSP	3.16227758E15
4FGL J1640.4+3945	1.66	LSP	2.37137376E12
4FGL J1640.9+1143	0.0799	HSP	1.12201846E15
4FGL J1641.9-0621	-3333	LSP	6.9183099E12
4FGL J1642.3-8108	-3333	LSP	5.0118724E13
4FGL J1642.4+2211	0.592	HSP	2.16271857E15
4FGL J1642.9+3948	0.593	LSP	1.01157941E13
4FGL J1643.0+3223	1.028	LSP	3.6307804E13
4FGL J1643.0-7714	-3333	LSP	6.9183099E12
4FGL J1643.5-0646	0.082		0.0
4FGL J1643.7+3317	0.61571	HSP	1.25892538E15
4FGL J1644.2+4546	0.225		0.0
4FGL J1644.8-2154	-3333	LSP	8.4139516E12
4FGL J1644.9+2620	0.144	LSP	2.66072511E13
4FGL J1645.6+6329	2.379	LSP	2.08929607E12
4FGL J1646.0-0942	-3333		0.0
4FGL J1646.6+7422	-3333		0.0
4FGL J1646.7-1330	-3333		0.0
4FGL J1647.0+6040	-3333		0.0
4FGL J1647.1+6149	0.347	LSP	1.38038424E13
4FGL J1647.4-6438	-3333	LSP	2.51188646E13
4FGL J1647.5+2911	0.132	ISP	3.01995156E14
4FGL J1647.5+4950	0.049	LSP	3.01995173E13
4FGL J1648.0+2221	0.822666	LSP	2.01836632E12
4FGL J1648.1-2920	-3333	LSP	5.7544026E12
4FGL J1648.2+4232	-3333		0.0
4FGL J1649.3+8252	-3333		0.0
