,Unnamed: 0.1,Unnamed: 0,Name,Class,Average_Photon_Flux_(ph/cm2/s)_(0.2-5_MeV),Photon_Fluence_(ph/cm2)_(0.2-5_MeV),Source_Counts(ph)_(0.2-5_MeV),Background_Counts,Duration_(s),Start_Time_(MJD),Coverage,MDP99_(%),Asymmetry,Average_Flux_of_Entire_Source_(0.2-5_MeV),Peak_Flare_Flux_(0.2-5_MeV)
24,24,24,4FGL J0009.3+5030,BLL,8.607885067665876e-07,11.193005111187292,134.7592054019439,16254000.0,13003200.0,56867.00001157408,0.0244596131968145,42781.84638347793,0.0,3.347337150339616e-07,1.398011977281792e-06
25,25,25,4FGL J0009.3+5030,BLL,3.5113680591653937e-07,29.30672055012857,352.8409336939204,104328000.0,83462400.0,57297.50001157408,0.1569965870307167,41395.98778934685,-0.7681159420289855,3.347337150339616e-07,1.0375183227625878e-06
26,26,26,4FGL J0009.3+5030,BLL,6.611981175571745e-07,12.396671266455954,149.2508538057399,23436000.0,18748800.0,60573.50001157408,0.0352673492605233,46383.37443387728,0.0,3.347337150339616e-07,8.335316694736722e-07
27,27,27,4FGL J0010.6-3025,FSRQ,1.058458872399402e-06,52.1727079712134,585.5203414599237,61614000.0,49291200.0,55477.50001157408,0.0930365296803653,19170.60486041625,0.0,6.447822340104397e-07,1.3112721412281984e-06
28,28,28,4FGL J0010.6-3025,FSRQ,8.535918837463375e-07,25.554492378844355,286.79123023002194,37422000.0,29937600.0,56247.50001157408,0.0565068493150684,30502.49270233396,0.9494949494949496,6.447822340104397e-07,2.244897905782676e-06
29,29,29,4FGL J0010.6-3025,FSRQ,6.535558151493711e-07,89.72641643953109,1006.9755631744658,171612000.0,137289600.0,58288.00001157408,0.2591324200913242,18603.394963637988,-0.9911894273127754,6.447822340104397e-07,2.5491130425476178e-06
30,30,30,4FGL J0011.4+0057,FSRQ,5.110988166070497e-06,47.91244746401127,589.5475855287577,11718000.0,9374400.0,54812.50001157408,0.018065268065268,8303.378666753028,0.0,2.661967034946924e-06,6.205033556251721e-06
31,31,31,4FGL J0011.4+0057,FSRQ,3.0160255633604503e-06,511.6578791320723,6295.7891576224665,212058000.0,169646400.0,55579.00001157408,0.3269230769230769,3307.650694372397,0.9536541889483066,2.661967034946924e-06,7.739962909640305e-06
32,32,32,4FGL J0011.4+0057,FSRQ,7.554900505331043e-06,25.130621040933185,309.22438200738856,4158000.0,3326400.0,57556.50001157408,0.0064102564102564,9430.1955375546,0.0,2.661967034946924e-06,9.176918048982809e-06
33,33,33,4FGL J0011.4+0057,FSRQ,1.2312092898457364e-05,7.446353784987013,91.62503957305644,756000.0,604800.0,58557.50001157408,0.0011655011655011,13570.913302534604,0.0,2.661967034946924e-06,1.2312092898457364e-05
34,34,34,4FGL J0011.4+0057,FSRQ,2.924893156734912e-06,275.96015946615086,3395.6029033499835,117936000.0,94348800.0,59597.00001157408,0.1818181818181818,4573.499017682478,-0.8846153846153846,2.661967034946924e-06,1.1103744258555712e-05
39,39,39,4FGL J0017.0-0649,BCU,7.217216152805906e-06,831.5272287158408,10826.374259614906,144018000.0,115214400.0,56233.50001157408,0.2199769053117783,1585.176816723878,0.0,6.389986341080374e-06,1.8962547333646297e-05
40,40,40,4FGL J0017.0-0649,BCU,7.935771254080877e-06,251.976608859576,3280.7020359337007,39690000.0,31752000.0,58025.50001157408,0.0606235565819861,2746.17207758274,0.0,6.389986341080374e-06,1.1509060520421165e-05
41,41,41,4FGL J0017.0-0649,BCU,1.1280445168586947e-05,266.074116280494,3464.249713262633,29484000.0,23587200.0,58484.00001157408,0.0450346420323325,2241.5351909403585,0.0,6.389986341080374e-06,1.5893464528200653e-05
42,42,42,4FGL J0017.5-0514,FSRQ,4.042004619945859e-06,55.00359886822325,662.7402375631041,17010000.0,13608000.0,54683.00001157408,0.0255972696245733,8899.248118602894,0.8,2.901948033164564e-06,7.614325027478532e-06
43,43,43,4FGL J0017.5-0514,FSRQ,3.4707950998289526e-06,87.11418036962685,1049.6417285639795,31374000.0,25099200.0,56097.00001157408,0.0472127417519908,7631.100277650451,0.0,2.901948033164564e-06,7.650411875949995e-06
44,44,44,4FGL J0017.5-0514,FSRQ,8.034736812171068e-06,19.43763529600425,234.2047302141369,3024000.0,2419200.0,56429.50001157408,0.0045506257110352,10618.131162749163,-0.5,2.901948033164564e-06,1.5372997448842913e-05
45,45,45,4FGL J0017.5-0514,FSRQ,5.086441292052603e-06,84.59769156941888,1019.320469235652,20790000.0,16632000.0,56660.50001157408,0.0312855517633674,6396.806046984032,0.0,2.901948033164564e-06,8.480409390793626e-06
46,46,46,4FGL J0017.5-0514,FSRQ,3.187488565747788e-06,308.4468935302819,3716.487133571152,120960000.0,96768000.0,58550.50001157408,0.1820250284414107,4231.856812517141,0.95,2.901948033164564e-06,8.336061996907777e-06
47,47,47,4FGL J0017.5-0514,FSRQ,3.872118840987898e-06,11.709287375147404,141.08560269468273,3780000.0,3024000.0,59747.50001157408,0.005688282138794,19706.40229160185,0.0,2.901948033164564e-06,5.3047667253049496e-06
48,48,48,4FGL J0017.5-0514,FSRQ,4.731386799591716e-06,30.04619873212724,362.0276726492946,7938000.0,6350400.0,59908.50001157408,0.0119453924914675,11129.091666531363,-0.6190476190476191,2.901948033164564e-06,7.0008486034636745e-06
50,50,50,4FGL J0019.6+7327,FSRQ,8.252113231366947e-06,833.4766397492318,10229.059114086172,126252000.0,101001600.0,56275.50001157408,0.1928406466512702,1570.8585317271984,0.994011976047904,6.41278403324364e-06,2.7911061375045584e-05
55,55,55,4FGL J0023.7+4457,FSRQ,9.05316783393803e-07,5.201588110667434,59.65768345235183,7182000.0,5745600.0,57756.00001157408,0.010957324106113,64238.31729408238,0.0,6.406499239257363e-07,1.3108659307059593e-06
56,56,56,4FGL J0023.7+4457,FSRQ,7.400630460441611e-07,25.73643248923175,295.1744563331834,43470000.0,34776000.0,57829.50001157408,0.0663206459054209,31941.37150626377,0.0,6.406499239257363e-07,1.2730524903971337e-06
60,60,60,4FGL J0030.3-4224,FSRQ,1.5513195578506497e-05,65.6766648011651,845.7624057176567,5292000.0,4233600.0,55257.00001157408,0.0079545454545454,3889.844854461309,0.0,8.2870733167807e-06,2.1812185421348964e-05
61,61,61,4FGL J0030.3-4224,FSRQ,8.462079650621437e-06,547.6116376784554,7051.961872365054,80892000.0,64713600.0,56849.50001157408,0.1215909090909091,1823.8864548228723,0.0,8.2870733167807e-06,2.054269314814876e-05
62,62,62,4FGL J0030.3-4224,FSRQ,1.5580132443820688e-05,37.69145640809101,485.3781315360539,3024000.0,2419200.0,57619.50001157408,0.0045454545454545,5123.675027988412,0.0,8.2870733167807e-06,1.800370860174835e-05
63,63,63,4FGL J0030.3-4224,FSRQ,1.1753703208235426e-05,565.1368561770925,7277.645850121972,60102000.0,48081600.0,58907.50001157408,0.0903409090909091,1523.40674490808,0.5974842767295597,8.2870733167807e-06,5.8627461344154895e-05
64,64,64,4FGL J0030.3-4224,FSRQ,1.0592246009799986e-05,570.1509444187058,7342.215623062579,67284000.0,53827200.0,59845.50001157408,0.1011363636363636,1597.6752166812112,-0.9775280898876404,8.2870733167807e-06,3.508415009571474e-05
65,65,65,4FGL J0030.6-0212,BCU,2.749221385189948e-06,88.12464196943266,1041.6129385065483,40068000.0,32054400.0,55988.50001157408,0.0616279069767441,8690.287592566434,-0.8490566037735849,1.8390179706015269e-06,7.1664594827051e-06
66,66,66,4FGL J0030.6-0212,BCU,3.061101979041179e-06,3.70270895384821,43.76516565241905,1512000.0,1209600.0,56548.50001157408,0.0023255813953488,40178.12279100146,0.0,1.8390179706015269e-06,3.5218029457865064e-06
67,67,67,4FGL J0030.6-0212,BCU,3.224906767217295e-06,3.90084722562604,46.10711431609364,1512000.0,1209600.0,56604.50001157408,0.0023255813953488,38137.35878714884,0.0,1.8390179706015269e-06,3.337522559088375e-06
68,68,68,4FGL J0030.6-0212,BCU,2.304764870558764e-06,125.4529614342546,1482.8250632690074,68040000.0,54432000.0,56653.50001157408,0.1046511627906976,7954.868489249735,0.3555555555555555,1.8390179706015269e-06,6.245057549214444e-06
69,69,69,4FGL J0030.6-0212,BCU,1.935772834556268e-06,128.78309513735942,1522.1864754074402,83160000.0,66528000.0,57367.50001157408,0.127906976744186,8567.012361703724,-0.9636363636363636,1.8390179706015269e-06,4.095119704402914e-06
70,70,70,4FGL J0030.6-0212,BCU,2.1155388392945454e-06,41.58303142517359,491.5018386095582,24570000.0,19656000.0,58382.50001157408,0.0377906976744186,14421.745015599536,0.0,1.8390179706015269e-06,3.153242172390244e-06
71,71,71,4FGL J0030.6-0212,BCU,2.6461298489950166e-06,19.204551992066232,226.9933742266604,9072000.0,7257600.0,58683.50001157408,0.013953488372093,18974.91376526469,0.0,1.8390179706015269e-06,4.422729280755147e-06
72,72,72,4FGL J0030.6-0212,BCU,3.675369934701616e-06,4.445727473015075,52.54747314119879,1512000.0,1209600.0,58816.50001157408,0.0023255813953488,33463.21337710715,0.0,1.8390179706015269e-06,4.115595302924929e-06
73,73,73,4FGL J0030.6-0212,BCU,3.2032611344940224e-06,13.561326338993894,160.29174884937828,5292000.0,4233600.0,58991.50001157408,0.0081395348837209,20523.0245725206,-0.5714285714285714,1.8390179706015269e-06,6.429337935912575e-06
74,74,74,4FGL J0030.6-0212,BCU,2.440896099809357e-06,16.23879357281169,191.938793885196,8316000.0,6652800.0,59131.50001157408,0.0127906976744186,21485.00841922361,0.0,1.8390179706015269e-06,3.5422785443085208e-06
75,75,75,4FGL J0030.6-0212,BCU,3.0572993678870903e-06,16.64149191928301,196.69859544155543,6804000.0,5443200.0,59285.50001157408,0.0104651162790697,18963.70577855433,0.0,1.8390179706015269e-06,5.139375229025658e-06
76,76,76,4FGL J0030.6-0212,BCU,3.122528774607223e-06,3.777010805764897,44.64339640129703,1512000.0,1209600.0,59383.50001157408,0.0023255813953488,39387.74492885637,0.0,1.8390179706015269e-06,3.644656536918594e-06
77,77,77,4FGL J0030.6-0212,BCU,2.6027045171295773e-06,30.695255993219384,362.8108447169424,14742000.0,11793600.0,59691.50001157408,0.0226744186046511,15133.498044474654,0.0,1.8390179706015269e-06,3.296571362044346e-06
78,78,78,4FGL J0032.3-5522,BCU,1.465846791373981e-07,4.033775834374576,41.01720557390682,34398000.0,27518400.0,55197.50001157408,0.0548192771084337,204473.4021576142,-0.2307692307692307,9.706073186631696e-08,4.346120419614113e-07
82,82,82,4FGL J0035.9+5950,BLL,3.887598530645722e-06,11.756097956672663,135.78624480822447,3780000.0,3024000.0,60216.50001157408,0.0056753688989784,20475.473781196062,0.0,1.2976772918414697e-07,3.887598530645722e-06
83,83,83,4FGL J0035.9+5950,BLL,1.0282698113557936e-05,118.16054056251694,1364.7875465674642,14364000.0,11491200.0,60587.50001157408,0.021566401816118,3971.2690931685856,0.0,1.2976772918414697e-07,1.0282698113557936e-05
84,84,84,4FGL J0036.9+1832,BCU,1.526234514929728e-05,18.461332692589988,236.55127705977137,1512000.0,1209600.0,56261.50001157408,0.0023121387283236,7433.966606670805,0.0,6.080331929129187e-06,1.6978230106910586e-05
86,86,86,4FGL J0038.2-2459,FSRQ,2.8383485346550683e-06,20.599598325112623,247.6308751862041,9072000.0,7257600.0,58046.50001157408,0.0136363636363636,17393.56854019819,-0.5833333333333334,2.3171770912686336e-06,4.997722452133543e-06
87,87,87,4FGL J0038.2-2459,FSRQ,4.610574938235874e-06,4.182713583967585,50.28103019797377,1134000.0,907200.0,58169.00001157408,0.0017045454545454,30286.42591244444,0.0,2.3171770912686336e-06,4.610574938235874e-06
88,88,88,4FGL J0038.2-2459,FSRQ,5.170355048103367e-06,65.66764539495124,789.4006593684483,15876000.0,12700800.0,58277.50001157408,0.0238636363636363,7218.0501422929265,-0.5714285714285714,2.3171770912686336e-06,1.2863856029963449e-05
89,89,89,4FGL J0038.2-2459,FSRQ,3.4667300108109434e-06,9.435052397423064,113.42018643894085,3402000.0,2721600.0,58617.00001157408,0.0051136363636363,23255.199773944416,0.0,2.3171770912686336e-06,4.592977323967799e-06
90,90,90,4FGL J0038.2-2459,FSRQ,3.835274332482361e-06,34.79360874427998,418.25921303178177,11340000.0,9072000.0,58809.50001157408,0.0170454545454545,11513.43882567337,0.4666666666666667,2.3171770912686336e-06,6.722288650404977e-06
91,91,91,4FGL J0038.2-2459,FSRQ,3.3094513332900154e-06,80.06224665495205,962.440329934498,30240000.0,24192000.0,59040.50001157408,0.0454545454545454,8170.714365234787,-0.55,2.3171770912686336e-06,9.221149876471748e-06
92,92,92,4FGL J0038.2-2459,FSRQ,3.441967653590865e-06,30.18467953493045,362.8545805836273,10962000.0,8769600.0,59362.50001157408,0.0164772727272727,13048.347498824429,-0.9310344827586208,2.3171770912686336e-06,5.332077123226984e-06
93,93,93,4FGL J0038.2-2459,FSRQ,4.820146526337506e-06,32.06747081041816,385.4878981844656,8316000.0,6652800.0,59691.50001157408,0.0125,10697.753703804232,0.3636363636363636,2.3171770912686336e-06,1.2019170545095808e-05
94,94,94,4FGL J0038.2-2459,FSRQ,3.598712117821512e-06,10.882505444292253,130.82023760159842,3780000.0,3024000.0,60237.50001157408,0.0056818181818181,21252.71991659781,0.0,2.3171770912686336e-06,4.3290131099466605e-06
95,95,95,4FGL J0038.2-2459,FSRQ,3.941865596048991e-06,25.032423281149512,300.918531871843,7938000.0,6350400.0,60325.00001157408,0.0119318181818181,13389.084487303317,0.0,2.3171770912686336e-06,6.071176922486169e-06
96,96,96,4FGL J0038.2-2459,FSRQ,3.151556739269705e-06,23.82576894887897,286.4131583382673,9450000.0,7560000.0,60556.00001157408,0.0142045454545454,15348.486502140016,-0.84,2.3171770912686336e-06,6.528714893456142e-06
97,97,97,4FGL J0038.2-2459,FSRQ,7.144631392838797e-06,6.481609599583357,77.91640557395935,1134000.0,907200.0,60657.50001157408,0.0017045454545454,19544.680472844208,0.0,2.3171770912686336e-06,7.144631392838797e-06
98,98,98,4FGL J0038.2-2459,FSRQ,5.803693185611417e-06,52.651104579866775,632.9268610416698,11340000.0,9072000.0,60720.50001157408,0.0170454545454545,7608.537000108392,-0.2666666666666666,2.3171770912686336e-06,1.2758270344354996e-05
102,102,102,4FGL J0045.1-3706,FSRQ,5.883613342943463e-05,2170.6297033854457,29071.635625716444,46116000.0,36892800.0,54795.00001157408,0.0778061224489796,334.1405883947888,0.8934426229508197,4.550776076055987e-05,0.0001172235642207
103,103,103,4FGL J0045.1-3706,FSRQ,4.527272819503815e-05,4175.594266884758,55924.48811438218,115290000.0,92232000.0,57269.50001157408,0.1945153061224489,274.62188698799343,0.0,4.550776076055987e-05,8.667439293894469e-05
109,109,109,4FGL J0050.0-5736,FSRQ,2.212758404247176e-05,1626.005683709761,21507.55262734436,91854000.0,73483200.0,57164.50001157408,0.1416083916083916,637.3014679862293,0.0,2.092409305439193e-05,3.737174064192272e-05
110,110,110,4FGL J0050.0-5736,FSRQ,3.98574405194906e-05,385.6924804190066,5101.643495892887,12096000.0,9676800.0,58837.50001157408,0.0186480186480186,975.0758160514056,0.8125,2.092409305439193e-05,9.371682653282158e-05
111,111,111,4FGL J0050.0-5736,FSRQ,3.553190110262805e-05,526.4974977783014,6964.103972746746,18522000.0,14817600.0,59698.50001157408,0.0285547785547785,883.8862155674093,-0.8775510204081632,2.092409305439193e-05,6.899398272354963e-05
112,112,112,4FGL J0050.0-5736,FSRQ,2.225415286494494e-05,625.8579918514196,8278.368170446793,35154000.0,28123200.0,60104.50001157408,0.0541958041958041,1024.3062063164105,0.0,2.092409305439193e-05,3.334709164971565e-05
113,113,113,4FGL J0050.0-5736,FSRQ,2.544472529517576e-05,654.0312189871978,8651.021951042703,32130000.0,25704000.0,60444.00001157408,0.0495337995337995,937.0924641303252,0.9411764705882352,2.092409305439193e-05,6.065720981112071e-05
114,114,114,4FGL J0050.4-0452,FSRQ,1.6649331419768636e-06,259.29002779890885,3129.0977909671446,194670000.0,155736000.0,54725.00001157408,0.2963176064441887,6376.317092706434,0.9883495145631068,1.5539943968998707e-06,6.567479832851153e-06
115,115,115,4FGL J0050.4-0452,FSRQ,3.1825287546179384e-06,3.849586781585858,46.45660150007251,1512000.0,1209600.0,56534.50001157408,0.002301495972382,37850.46059653619,0.0,1.5539943968998707e-06,3.4186881321690933e-06
116,116,116,4FGL J0050.4-0452,FSRQ,1.9456357458079987e-06,121.2022114036618,1462.661619434355,77868000.0,62294400.0,56562.50001157408,0.1185270425776754,8627.317097247924,-0.970873786407767,1.5539943968998707e-06,5.015575351800709e-06
117,117,117,4FGL J0050.4-0452,FSRQ,1.8811781274646243e-06,107.51610222586216,1297.498406800505,71442000.0,57153600.0,57703.50001157408,0.1087456846950517,9315.581074859232,0.0,1.5539943968998707e-06,3.3512140242973347e-06
118,118,118,4FGL J0050.7-0929,BLL,3.1367778497552766e-06,1.897123243531992,23.393304027867643,756000.0,604800.0,54756.50001157408,0.0011363636363636,53151.07947833628,0.0,7.443764400020967e-07,3.1367778497552766e-06
119,119,119,4FGL J0050.7-0929,BLL,7.963138314037827e-07,34.19435297154355,421.6483551222953,53676000.0,42940800.0,55050.50001157408,0.0806818181818181,24847.19709224768,0.9859154929577464,7.443764400020967e-07,1.9961313589351763e-06
120,120,120,4FGL J0050.7-0929,BLL,1.1627840378458851e-06,2.813007144356766,34.68700917816355,3024000.0,2419200.0,55897.50001157408,0.0045454545454545,71690.65798910927,0.0,7.443764400020967e-07,1.7559952556046285e-06
121,121,121,4FGL J0050.7-0929,BLL,8.671581509158658e-07,20.191604112445752,248.98136450712929,29106000.0,23284800.0,56216.00001157408,0.04375,30985.77156363528,0.0,7.443764400020967e-07,1.8910718137280607e-06
122,122,122,4FGL J0050.7-0929,BLL,8.161813418277709e-07,15.30242074166051,188.6931605484679,23436000.0,18748800.0,56709.50001157408,0.0352272727272727,36687.94375967724,0.0,7.443764400020967e-07,1.8310377878954249e-06
123,123,123,4FGL J0050.7-0929,BLL,7.928057787680302e-07,64.73100622485214,798.1938515647223,102060000.0,81648000.0,57010.50001157408,0.1534090909090909,18099.106669217017,0.0,7.443764400020967e-07,2.9266587593410475e-06
124,124,124,4FGL J0050.7-0929,BLL,8.054565132545448e-07,11.691362381192368,144.16543343489727,18144000.0,14515200.0,58543.50001157408,0.0272727272727272,42251.59803346924,0.0,7.443764400020967e-07,2.866624733508411e-06
125,125,125,4FGL J0050.7-0929,BLL,2.956675772257366e-06,5.364592521183765,66.15044344722381,2268000.0,1814400.0,59100.00001157408,0.0034090909090909,32556.007218971587,0.0,7.443764400020967e-07,2.956675772257366e-06
126,126,126,4FGL J0050.7-0929,BLL,1.6104127429604838e-06,2.921932880827502,36.03016539028992,2268000.0,1814400.0,59250.50001157408,0.0034090909090909,59771.58281105023,0.0,7.443764400020967e-07,1.8910718137280607e-06
127,127,127,4FGL J0050.7-0929,BLL,1.2727213476519017e-06,1.5394837421197405,18.983274464719383,1512000.0,1209600.0,59292.50001157408,0.0022727272727272,92628.26563186548,0.0,7.443764400020967e-07,1.5608846716485589e-06
128,128,128,4FGL J0050.7-0929,BLL,1.0408178515403152e-06,50.98841756553819,628.7348795483713,61236000.0,48988800.0,60209.50001157408,0.0920454545454545,17798.119580502862,0.4567901234567901,7.443764400020967e-07,6.213521673677916e-06
129,129,129,4FGL J0051.1-0648,FSRQ,4.720126906962588e-07,6.851358607994335,73.00332429264608,18144000.0,14515200.0,54683.00001157408,0.0276816608996539,83437.4058689476,-0.7083333333333334,2.997918512872683e-07,1.0607199735476915e-06
130,130,130,4FGL J0051.1-0648,FSRQ,3.118366620347165e-07,12.730419890905267,135.64652280686428,51030000.0,40824000.0,54889.50001157408,0.0778546712802768,75307.93401535825,0.0,2.997918512872683e-07,6.504414932132073e-07
131,131,131,4FGL J0051.1-0648,FSRQ,3.985705334566468e-07,3.977415067470569,42.38057568293189,12474000.0,9979200.0,56226.50001157408,0.0190311418685121,119171.60634779689,0.0,2.997918512872683e-07,6.004075321968066e-07
132,132,132,4FGL J0051.1-0648,FSRQ,4.237876498089128e-07,14.737639309754746,157.03406045374584,43470000.0,34776000.0,57658.00001157408,0.0663206459054209,60039.598804236535,-0.4869565217391304,2.997918512872683e-07,8.455739411771694e-07
134,134,134,4FGL J0051.5-4220,FSRQ,7.95665766415333e-07,34.40713387025153,359.99206723498406,54054000.0,43243200.0,58417.50001157408,0.0818077803203661,29205.08479334268,0.8951048951048951,5.841715094586248e-07,1.966123901566846e-06
139,139,139,4FGL J0058.0-0539,FSRQ,0.0001174792827262,106.57720528923018,1427.4685831577242,1134000.0,907200.0,59968.00001157408,0.0017361111111111,1067.4540198223945,0.0,3.932826043204114e-05,0.0001174792827262
142,142,148,4FGL J0100.3+0745,BLL,1.2170515797098804e-08,0.8722462625591146,8.170711465902428,89586000.0,71668800.0,55257.00001157408,0.1345062429057889,1656518.367693005,-0.9451476793248944,8.934133312138695e-09,4.21983262761757e-08
143,143,149,4FGL J0100.3+0745,BLL,1.2721624825999108e-08,1.123329649435582,10.522719145511292,110376000.0,88300800.0,56142.50001157408,0.1657207718501702,1427727.7629820465,0.1164383561643835,8.934133312138695e-09,4.919493995927219e-08
144,144,150,4FGL J0100.3+0745,BLL,1.7387257753810458e-08,0.5047590474962191,4.728298318865924,36288000.0,29030400.0,58932.00001157408,0.0544835414301929,1821850.4022978195,-0.8229166666666666,8.934133312138695e-09,6.165765808228782e-08
145,145,151,4FGL J0100.3+0745,BLL,1.1704403077498497e-08,0.4707417282545275,4.409643241397458,50274000.0,40219200.0,60384.50001157408,0.0754824063564131,2299345.9708878524,-0.8947368421052632,8.934133312138695e-09,4.4384768052143364e-08
147,147,153,4FGL J0102.8+5824,FSRQ,6.477350778606156e-06,141.03006303243612,1785.3258140790012,27216000.0,21772800.0,54798.50001157408,0.041002277904328,4178.736101480609,0.0,5.357031585044419e-06,1.2161168771542058e-05
148,148,154,4FGL J0102.8+5824,FSRQ,1.101116241472794e-05,329.6477759071592,4173.07254372724,37422000.0,29937600.0,55768.00001157408,0.056378132118451,2096.36940958789,0.1313131313131313,5.357031585044419e-06,2.4987401460277826e-05
149,149,155,4FGL J0102.8+5824,FSRQ,6.845935719049501e-06,72.45738365041991,917.2515041843836,13230000.0,10584000.0,56300.00001157408,0.0199316628701594,5670.777159907872,0.0,5.357031585044419e-06,1.040349984753012e-05
150,150,156,4FGL J0102.8+5824,FSRQ,7.727409323584016e-06,23.367685794518064,295.8158832747962,3780000.0,3024000.0,56569.50001157408,0.0056947608200455,9398.908925609468,0.0,5.357031585044419e-06,9.595922233794904e-06
151,151,157,4FGL J0102.8+5824,FSRQ,6.539003442979547e-06,57.34444459355343,725.9339960966158,10962000.0,8769600.0,56692.00001157408,0.0165148063781321,6522.26110216584,0.0,5.357031585044419e-06,8.550821792490509e-06
152,152,158,4FGL J0102.8+5824,FSRQ,5.617414872011126e-06,67.94825029184658,860.1695458338847,15120000.0,12096000.0,57395.50001157408,0.0227790432801822,6464.578652323773,0.0,5.357031585044419e-06,1.1163572895751498e-05
153,153,159,4FGL J0102.8+5824,FSRQ,5.122179776529384e-06,52.66420359036452,666.6859542292418,12852000.0,10281600.0,58179.50001157408,0.0193621867881549,7689.734660681665,0.0,5.357031585044419e-06,6.603134606423226e-06
